id,CorollaWidth,CorollaLength,PetalLength,Color,NectarAmt,NectarConc,Root,Fdate
62,-0.181025222,0.480886211,-0.712906827,-0.603622648,-0.072921037,-1.357961406,1.744774205,-0.956035407
63,-0.334727767,-0.111376304,0.008034115,-0.011316312,-0.986124164,-0.398150981,0.95105842,-0.664024706
64,-0.55770281,0.743984349,0.921955612,0.313780729,-2.326170759,0.524178521,0.402071662,-0.29975453
65,0.933217949,-0.308890674,0.295150826,-0.146368578,-0.27670752,0.480129398,0.855365029,0.410815489
66,1.028472457,0.743984349,0.835811205,-0.549930687,-0.64372468,0.480129398,1.68574142,-1.016521572
67,1.273560234,-0.308890674,0.480112179,-0.607548975,0.016165617,-1.096882486,0.503861342,-0.183906424
68,1.028472457,0.743984349,-1.27929446,-0.568367644,-0.028012732,-2.224259001,1.536273458,-1.787422219
69,0.478896644,0.05318267,-0.291647705,-0.131879352,NA,NA,1.211752654,-1.736208065
70,1.581669914,-0.374739553,-0.090406925,-0.878834557,-0.260464272,0.568240154,1.049229466,-1.853173079
71,0.566970481,0.05318267,0.57076589,-0.906121481,0.734415456,-0.74796597,0.495270827,-0.717654487
72,NA,NA,NA,NA,-1.491898243,-1.965030477,-0.993306298,1.408007575
73,NA,NA,NA,-0.125325754,-1.189392213,-0.398150981,0.143688003,0.911137158
74,0.264405596,-0.704066659,-0.605115927,-0.329405862,-0.260464272,-0.047466868,1.662373325,-0.845327892
75,1.028472457,0.38220423,-0.933782887,-0.1530782,-0.10327972,-0.398150981,1.089217651,0.079953983
76,NA,NA,NA,NA,NA,NA,-0.424560603,1.52766521
77,0.522766411,0.612444981,1.417585825,-0.347042083,0.048836861,-0.463808351,0.128132078,-1.463777893
78,0.839483127,-0.440593887,-0.712906827,-0.716452788,-0.497637724,-0.5731689,1.469165041,-1.463777893
79,0.678974071,1.220656297,-0.877882984,-0.498686793,-0.700776974,-0.222915811,0.555827344,-0.664024706
80,-0.772145405,0.086090564,-0.394539839,-0.452781276,0.397741582,-1.270994077,1.338320381,-0.956035407
81,-0.181025222,1.204223377,-1.519935022,0.146430956,NA,NA,1.491406639,-2.036453575
82,0.180796123,0.480886211,-1.519935022,-0.287610803,-0.839261474,0.65640077,1.756687278,-1.37934571
83,1.273560234,1.565682835,0.008034115,-0.238663756,0.102440282,0.832870097,1.491406639,-1.964344281
84,NA,NA,NA,NA,-1.285792128,0.216100014,0.1671478,0.002696102
85,0.566970481,0.086090564,-0.090406925,0.017521985,0.460782408,0.392068865,0.478149462,-1.278079727
86,NA,NA,NA,2.458764703,-1.335567994,0.788734367,0.521102451,0.693289545
87,1.741885421,-0.308890674,0.295150826,-0.460306954,0.045225893,-0.222915811,1.009656394,-1.912636317
88,1.125292053,0.711101311,-0.605115927,-0.010034757,-0.606401533,0.040336703,1.1910564,-1.016521572
89,0.933217949,1.434258625,-0.394539839,0.007726999,-0.922080396,0.128192467,0.734487904,0.981812094
90,1.79625301,-1.758901737,-1.046992805,-0.802170505,-0.778951098,2.073466834,1.927336232,-1.545161578
91,NA,NA,NA,-0.688474177,0.757056103,-0.135217847,-0.723707201,-0.664024706
92,-0.630102094,-0.045548794,0.835811205,-0.547506341,-1.261308109,0.921178094,-0.075560225,0.674711948
93,-0.528479045,0.38220423,-0.669584421,NA,NA,NA,-1.060257919,1.044653601
94,NA,NA,NA,-0.672495256,-0.284866912,-0.135217847,-0.316581848,0.674711948
95,0.909643503,0.628888456,-0.767452745,-0.648488138,-0.309498398,-1.053318112,-0.330261751,0.375271426
96,0.522766411,-0.308890674,-0.933782887,NA,0.320216649,-0.660595272,0.84592767,-0.570024901
97,0.793171934,-0.374739553,-0.822442235,-0.118579318,0.227012561,0.921178094,NA,-1.463777893
98,NA,NA,NA,-0.080269788,0.583134214,0.217858688,0.120379104,0.626083538
99,0.611513521,0.217709308,0.105080325,-0.636552644,-0.133984778,1.186391201,NA,0.375271426
100,1.028472457,0.612444981,0.008034115,-0.32330562,-0.10327972,1.186391201,0.855365029,-1.278079727
101,NA,NA,NA,NA,NA,NA,-0.424560603,1.378553571
102,NA,NA,NA,NA,NA,NA,-0.970691477,1.044653601
103,-0.630102094,1.401399809,0.105080325,-0.637008057,-0.533376056,0.832870097,-0.097495584,-0.400237967
104,-0.258398333,-0.111376304,1.007045609,-0.418921964,0.240517414,1.363437472,-0.843546773,0.542673392
105,-0.062950995,0.908381712,0.200772798,-0.428548234,-1.335567994,0.128192467,0.006038501,0.741273706
106,1.529201587,-1.29721817,-0.291647705,-0.165511801,0.473227006,0.040336703,0.931725149,-0.183906424
107,1.028472457,0.217709308,-1.27929446,-0.508970406,-0.244320531,-0.047466868,-0.090198739,-0.058474599
108,1.17430349,-0.045548794,0.66024609,-0.272028679,0.307088279,0.128192467,0.836513876,-0.400237967
109,1.076683706,-0.177209093,1.337384302,-0.19260829,-0.18008417,2.652460226,0.135901689,0.741273706
110,1.529201587,-0.506453716,0.295150826,-0.588550296,-0.277033409,0.217858688,0.335743179,-0.717654487
111,NA,NA,NA,-0.367625698,-0.27670752,0.216100014,0.190760256,-0.183906424
112,NA,NA,NA,NA,NA,NA,-0.53575647,0.861109275
113,1.028472457,-0.76994895,-0.499011867,-0.266329317,0.606717311,-1.096882486,0.495270827,-0.845327892
114,1.028472457,-0.243047203,-0.499011867,0.999805012,-0.149470137,-0.485687322,1.039297584,-0.845327892
115,0.793171934,0.809746849,-0.394539839,-0.310938095,-0.462393207,1.718088306,1.139798641,-1.463777893
116,0.435356613,0.250610809,0.921955612,-0.571485224,0.745757183,0.392068865,0.512471855,-1.209254628
117,0.793171934,0.151902492,-0.605115927,-0.49115696,NA,NA,1.295668411,-1.278079727
118,-0.082801093,-0.259507566,0.295150826,-0.873645027,0.333284654,-0.5731689,0.912490059,-0.845327892
119,-0.258398333,-0.078461891,0.295150826,-0.495289264,0.594830301,-0.310560329,0.39371479,-0.570024901
120,-0.334727767,0.678217072,-0.605115927,-0.327265679,0.497957025,-0.310560329,-0.140966294,-0.234403466
121,0.112040083,1.028921101,0.169023262,0.211507412,0.073981644,0.30405894,-0.35746328,-0.570024901
122,0.057623467,0.809746849,0.105080325,0.225718761,0.779527032,-0.135217847,-0.47732912,0.410815489
123,-0.630102094,0.415099463,1.091108103,-0.065655487,0.642093328,-0.5731689,-0.008936309,-0.234403466
124,0.306670597,-0.737007091,-1.897994552,NA,NA,NA,-1.026947865,0.77057962
125,1.028472457,1.26995336,0.295150826,-0.430106235,0.665444253,0.392068865,0.808412846,-1.61419424
126,NA,NA,NA,-0.384147104,-0.533376056,-0.922538452,-0.090198739,0.457781027
127,0.285499315,-0.333583368,-0.685797857,NA,NA,NA,-1.561978101,-0.570024901
128,-0.181025222,-1.363153988,-0.090406925,-0.862120932,0.372132927,-0.222915811,0.752833077,1.408007575
129,NA,NA,NA,-0.316345181,-0.202802366,0.921178094,NA,-1.142910344
130,NA,NA,NA,NA,NA,NA,-1.200909472,1.50198373
131,-0.023042036,0.151902492,0.835811205,-0.193391115,NA,NA,0.159310993,-1.853173079
132,-0.630102094,0.151902492,0.66024609,0.097077619,0.642093328,1.186391201,NA,0.002696102
133,-0.023042036,-0.76994895,-0.090406925,-0.990571757,0.823971524,-0.135217847,-0.431200322,-0.400237967
134,-0.258398333,-1.132405479,1.007045609,-0.470455048,1.082898676,-0.003571631,-0.169655097,0.580765146
135,0.057623467,-1.62696011,0.835811205,-0.612817112,1.207110338,0.040336703,0.874310871,-0.464051706
136,NA,NA,NA,NA,NA,NA,-0.424560603,1.385111009
137,0.349247939,-0.638190055,1.805397796,-0.376979021,1.231374854,-0.266744777,1.828927617,-0.29975453
138,NA,NA,NA,NA,NA,NA,-0.529312678,1.44057176
139,0.747224483,-0.901730795,0.388251971,-0.844596553,1.293607189,-0.5731689,0.512471855,0.457781027
140,-0.258398333,-0.177209093,0.921955612,-0.07499104,-0.462393207,2.51868435,0.980244391,-0.107241901
141,-0.334727767,-0.704066659,0.835811205,-1.061058041,0.024916128,-0.45067933,1.458091625,-0.52414848
142,-0.023042036,-1.412609934,1.215331569,-0.621682889,-0.342705238,-0.83528052,0.427256793,0.347430731
143,-0.55770281,-1.429096033,0.295150826,-0.56176008,0.267334313,1.186391201,0.960762155,0.24653995
144,NA,NA,NA,-0.648025392,-0.497637724,0.744610874,-1.637102741,1.279340445
145,0.057623467,-0.47352311,2.172986044,-0.606237856,0.213442465,0.480129398,0.661993362,0.457781027
146,NA,NA,NA,NA,-0.56962482,-0.922538452,-0.942209284,1.289335002
147,-0.062950995,-0.638190055,0.008034115,-0.968332649,-0.359468574,0.921178094,0.808412846,-1.142910344
148,NA,NA,NA,NA,NA,NA,-1.026947865,1.47296804
149,0.478896644,-0.638190055,-0.499011867,-0.233727941,0.460782408,0.216100014,0.286772906,0.079953983
150,0.306670597,-0.144292037,-1.162139544,-0.267181793,0.267334313,1.097938987,0.343968958,0.079953983
151,0.349247939,-0.96763045,-0.190285829,-0.427856768,0.045225893,0.65640077,-0.309721951,-0.058474599
152,NA,NA,NA,-0.642495605,-1.749604928,0.65640077,0.128132078,1.158077781
153,-0.141939124,0.086090564,0.388251971,-0.153826833,0.700129566,-0.398150981,-0.060861577,0.143213534
154,0.306670597,0.678217072,1.091108103,-0.230725436,0.059641364,0.832870097,-0.391172152,0.77057962
155,0.793171934,0.579557118,0.295150826,-0.2914053,1.255454853,-0.047466868,-0.555016593,-1.37934571
156,0.656400282,-0.21012748,1.337384302,-0.750950564,1.46348388,-0.485687322,0.058946695,0.839524115
157,NA,NA,NA,NA,NA,NA,-0.735881106,1.355547499
158,NA,NA,NA,NA,NA,NA,0.529753213,1.202155021
159,0.13944361,-0.21012748,-1.769573211,-0.844596553,0.158494489,0.65640077,0.013549365,-0.183906424
160,0.793171934,0.480886211,-0.499011867,0.01336622,0.307088279,0.128192467,0.286772906,-0.058474599
161,-0.630102094,0.217709308,-0.712906827,-0.520171775,-0.376340692,-0.74796597,0.582086048,-1.787422219
162,0.180796123,0.086090564,0.388251971,-0.511659193,0.82948133,-0.135217847,-0.384456187,0.079953983
163,-0.181025222,0.349307753,-0.499011867,-0.480736972,0.372132927,-0.310560329,-1.043643965,1.279340445
164,0.566970481,-0.901730795,-0.499011867,-0.845214285,-0.27670752,0.128192467,1.697477598,-1.37934571
165,-0.023042036,-0.111376304,0.66024609,-0.304970929,-0.462393207,-1.183967594,0.960762155,-1.787422219
166,0.247586119,0.204548351,-0.866758357,NA,-0.028012732,-0.266744777,0.707137503,1.1478586
167,-0.841831312,0.250610809,-1.398532999,-0.34298652,0.247245604,-0.529434984,0.311176111,0.2055138
168,NA,NA,NA,-0.642954796,-0.497637724,0.921178094,0.230458462,-1.209254628
169,0.243388923,0.316410028,0.879016929,-0.105235343,0.384965865,0.612314256,0.198665306,0.500418569
170,-0.102582191,-0.440593887,-0.090406925,-0.456714294,0.293898883,0.480129398,1.792643001,-0.52414848
171,0.522766411,-0.177209093,-3.026689755,-0.36091891,1.288863075,-1.44486906,-0.295962033,0.967750009
172,NA,NA,NA,-0.484070987,-1.154260273,-1.835200114,0.198665306,0.580765146
173,-0.258398333,-0.045548794,-2.438144629,-0.740312061,0.642093328,-0.222915811,0.385376873,0.77057962
174,NA,NA,NA,NA,NA,NA,-1.120484519,1.305955893
175,0.057623467,0.151902492,-1.643585163,-0.271457022,-0.739554099,-0.047466868,0.725348887,-2.052251738
176,-0.258398333,0.908381712,0.480112179,-0.010461749,-0.533376056,0.65640077,0.230458462,-0.845327892
177,-1.369768413,0.809746849,0.105080325,-0.750414674,-1.23708436,-0.222915811,NA,-1.016521572
178,-0.258398333,0.118997171,0.57076589,-0.26689754,-0.29370762,-0.224669225,0.617388843,NA
179,NA,NA,NA,-0.508587064,NA,NA,0.529753213,1.158077781
180,1.028472457,0.743984349,0.295150826,-0.822740992,0.001518885,0.30405894,-0.10477756,-1.016521572
181,-0.181025222,1.007006013,0.388251971,-0.628854294,-0.56962482,1.363437472,0.990023123,-0.664024706
182,-0.91065349,0.612444981,-0.090406925,-0.292869278,-0.149470137,-0.310560329,-0.289061919,-0.058474599
183,0.793171934,1.631388353,0.200772798,-0.182494454,-1.213114456,0.568240154,0.343968958,0.693289545
184,0.566970481,0.793306669,0.295150826,-0.807982502,NA,NA,NA,-1.668776771
185,-0.701575862,0.579557118,0.295150826,-0.835400616,-0.427626723,-0.135217847,1.049229466,-1.066153601
186,-0.181025222,0.513777739,0.480112179,-0.791835777,-0.943238169,-0.135217847,-0.605861248,0.079953983
187,-0.334727767,0.776866194,-0.190285829,-0.102165464,-0.212325904,-0.003571631,-0.837653283,0.693289545
188,-0.141939124,0.875504602,1.337384302,-0.12170533,-0.462393207,0.480129398,0.159310993,-0.107241901
189,NA,NA,NA,-0.417556224,-0.293051731,0.921178094,0.707137503,-1.61419424
190,0.566970481,0.711101311,-0.394539839,-0.502099387,-0.597156866,-0.529434984,-0.268280388,-0.52414848
191,-0.181025222,0.415099463,-0.291647705,-0.219087237,-0.180712619,0.216100014,1.160219627,-2.006383314
192,NA,NA,NA,NA,-2.151649336,0.128192467,-0.593219713,0.77057962
193,0.222448791,-0.045548794,-1.162139544,NA,-0.293051731,-1.705228439,0.270594175,0.500418569
194,0.611513521,2.64928434,-1.643585163,NA,NA,NA,-1.232546107,1.086160087
195,NA,NA,NA,-0.100516729,0.253957757,0.216100014,0.980244391,-0.234403466
196,NA,NA,NA,NA,-1.87502763,1.097938987,-0.796112194,1.158077781
197,-0.48435599,0.678217072,0.105080325,-0.58983018,0.384965865,-1.314485168,0.931725149,0.347430731
198,-0.772145405,0.217709308,0.480112179,-0.153327675,-0.050373865,-0.791630293,0.013549365,1.259301308
199,0.222448791,-0.078461891,-2.028950642,0.321933339,0.130608941,-1.183967594,-0.580531961,0.839524115
200,NA,NA,NA,NA,NA,NA,-1.289778629,1.385111009
201,0.478896644,-0.111376304,0.200772798,-0.16715748,0.677051082,0.128192467,-1.142120453,0.674711948
202,NA,NA,NA,NA,NA,NA,-0.778153542,1.466502064
203,0.701635617,0.151902492,0.66024609,NA,NA,NA,-0.470776415,1.120518839
204,0.839483127,0.151902492,-0.190285829,NA,NA,NA,-0.643511553,1.158077781
205,0.793171934,-0.341814436,0.480112179,-0.544687777,-0.681613783,0.128192467,-0.212259135,0.693289545
206,NA,NA,NA,NA,NA,NA,-0.84943012,1.279340445
207,NA,NA,NA,-0.509353941,-2.008587377,0.30405894,-0.031282102,0.93951718
208,NA,NA,NA,NA,NA,NA,-1.125906582,1.215650893
209,0.057623467,-0.76994895,-0.933782887,NA,NA,NA,-2.255765301,1.215650893
210,0.611513521,-0.539385708,0.105080325,-0.706330938,0.240517414,-1.618503133,NA,0.375271426
211,-1.21016717,-0.802892244,0.295150826,-0.010461749,NA,NA,-2.115024831,0.93951718
212,-0.701575862,-0.045548794,-0.499011867,-0.70783984,-0.028012732,0.040336703,0.074207107,-0.183906424
213,-0.807097553,0.941257645,-0.291647705,-0.602752984,0.845950783,-0.485687322,-0.982017748,0.24653995
214,-0.48435599,0.678217072,1.007045609,-0.783907255,0.71160204,-0.660595272,-0.44444213,0.457781027
215,0.057623467,0.316410028,1.091108103,-0.6093008,-0.260464272,0.392068865,NA,0.319414812
216,0.180796123,0.020273483,1.174168951,-0.69191081,-0.901107544,0.480129398,-1.010168889,0.825084829
217,-0.334727767,-0.440593887,-0.394539839,-0.551956967,-0.818991841,0.30405894,-1.179650836,0.626083538
218,-0.55770281,-0.045548794,0.388251971,-0.605365081,-1.438556481,0.128192467,0.262531617,-0.717654487
219,0.656400282,0.612444981,0.835811205,-0.234548619,0.397741582,-0.660595272,NA,-1.37934571
220,0.656400282,-0.177209093,0.835811205,-0.354266618,NA,NA,1.079181262,0.500418569
221,0.13944361,0.086090564,0.57076589,-0.282384856,0.130608941,-0.485687322,1.721055145,-1.066153601
222,0.285499315,-0.308890674,1.091108103,-0.464640013,-0.479954745,0.128192467,1.049229466,-0.400237967
223,1.028472457,-0.83583698,0.295150826,-0.156827665,-0.11858837,0.65640077,0.294889221,0.363360898
224,NA,NA,NA,-0.17224034,NA,NA,0.864826061,0.079953983
225,NA,NA,NA,NA,NA,NA,-1.152886354,1.319219839
226,1.17430349,0.283511048,0.105080325,-0.585148084,-0.533376056,1.009534508,0.626267132,0.500418569
227,-0.334727767,0.349307753,0.748584408,NA,0.227012561,1.363437472,-0.901928911,1.13762136
228,-0.181025222,0.513777739,-0.499011867,NA,0.570911043,-0.5731689,-1.010168889,0.002696102
229,1.028472457,2.124042965,0.105080325,-0.111406366,0.473227006,0.480129398,-0.896135463,0.283130216
230,NA,NA,NA,-0.220432523,-0.798889454,2.25142298,-1.576196359,0.410815489
231,0.566970481,0.217709308,-1.398532999,-0.134807439,-0.180712619,0.216100014,-1.366268201,-0.058474599
232,0.13944361,0.299960694,-0.291647705,0.378921626,0.688612716,0.040336703,-1.163617809,-0.52414848
233,-0.772145405,-0.21012748,-1.162139544,0.028652987,-0.11858837,0.65640077,-0.10477756,0.580765146
234,0.264405596,-0.275968264,-1.897994552,-0.463916167,-0.393323269,0.568240154,0.246459764,-0.107241901
235,0.017148243,0.612444981,1.174168951,0.018765189,-0.55143556,1.806865482,-0.976359342,0.24653995
236,0.160082594,0.908381712,0.200772798,-0.129203613,-0.042899662,-0.135217847,-0.226347667,-0.234403466
237,-0.410038842,0.678217072,0.57076589,0.234418719,0.059641364,0.65640077,0.182872365,-0.52414848
238,0.566970481,1.467116334,-0.291647705,-0.140446406,-0.013206894,-0.310560329,0.752833077,-1.016521572
239,NA,NA,NA,NA,NA,NA,-1.925547417,1.460029473
240,NA,NA,NA,NA,NA,NA,-2.494824997,1.508413762
241,0.057623467,-0.374739553,-0.090406925,NA,-0.769042455,-0.529434984,-1.450871368,1.002838261
242,0.306670597,0.349307753,0.835811205,-0.60886245,-0.088057658,1.274890808,0.352213238,-0.058474599
243,-0.181025222,0.349307753,0.57076589,-0.461027466,0.384965865,0.392068865,0.478149462,0.693289545
244,0.611513521,0.020273483,0.66024609,-0.496797427,0.618556519,-0.310560329,-0.031282102,-1.912636317
245,NA,NA,NA,NA,NA,NA,NA,-0.956035407
246,-0.807097553,0.38220423,-1.27929446,-0.501339723,0.856880873,0.040336703,-0.219310393,0.981812094
247,-0.062950995,0.875504602,-1.162139544,-0.265477692,0.102440282,-0.135217847,0.716232119,0.079953983
248,NA,NA,NA,-0.531540271,0.423123728,-0.047466868,1.029391525,0.626083538
249,-0.55770281,0.217709308,-2.874511031,-0.255604335,0.423123728,-0.660595272,-0.082886971,1.202155021
250,NA,NA,NA,-0.15607651,-0.050373865,0.524178521,-0.038699884,0.825084829
251,NA,NA,NA,-0.171985503,-1.689598709,1.097938987,0.278674581,1.408007575
252,-0.701575862,1.204223377,-0.822442235,-0.540679461,-0.410418025,-0.047466868,-0.031282102,-0.183906424
253,NA,NA,NA,NA,NA,NA,-1.460683459,1.495547218
254,-0.334727767,1.992691673,-0.499011867,-0.489472826,0.227012561,0.392068865,-0.655971205,0.375271426
255,-0.841831312,-0.47352311,-0.712906827,-0.730876973,-0.309498398,-0.485687322,NA,-1.736208065
256,-1.615792222,0.415099463,-0.394539839,0.156374283,0.247245604,-0.398150981,0.360476095,-1.142910344
257,NA,NA,NA,-0.735578278,-1.085552608,-0.003571631,-0.496913813,0.967750009
258,0.566970481,0.612444981,-0.712906827,-0.324217807,0.995516848,0.128192467,0.503861342,0.2055138
259,NA,NA,NA,-0.442857793,-0.180712619,-0.485687322,0.39371479,0.410815489
260,NA,NA,NA,-0.375358694,0.423123728,0.128192467,0.120379104,0.002696102
261,0.349247939,0.283511048,-0.291647705,-0.337094779,0.073981644,-1.096882486,0.661993362,-2.006383314
262,1.273560234,-1.033535998,0.105080325,-0.786162944,0.130608941,-0.922538452,0.278674581,-0.400237967
263,2.075675632,0.480886211,-0.499011867,-0.915027534,-0.028012732,0.128192467,1.039297584,-1.209254628
264,-0.334727767,-0.21012748,0.295150826,-0.174026249,0.570911043,-1.096882486,0.222484095,0.319414812
265,NA,NA,NA,NA,NA,NA,-0.729799536,1.394934164
266,0.13944361,-0.572319089,-0.090406925,-0.466089717,0.384965865,0.216100014,-0.509909501,-0.107241901
267,NA,NA,NA,NA,-0.769042455,0.65640077,-0.599546239,1.239194788
268,1.273560234,-0.60525387,-0.190285829,-0.623916339,-0.462393207,-0.922538452,1.744774205,0.002696102
269,1.273560234,0.118997171,-0.291647705,-0.40604065,-1.051941641,-0.398150981,-1.015771135,0.77057962
270,NA,NA,NA,-0.334626552,-0.244320531,1.097938987,0.817756569,0.143213534
271,1.076683706,1.467116334,-0.712906827,-0.35174653,0.045225893,0.480129398,1.480269992,0.002696102
272,NA,NA,NA,NA,NA,NA,-1.168970681,1.239194788
273,-0.141939124,0.415099463,-0.499011867,-0.067015779,-0.27670752,-0.135217847,0.486700228,0.500418569
274,0.180796123,-0.111376304,-0.090406925,-0.318457429,NA,NA,0.469618447,0.693289545
275,NA,NA,NA,-0.292576279,-2.151649336,0.392068865,-0.668386117,1.1478586
276,NA,NA,NA,NA,-0.057868738,0.128192467,-1.3863707,0.93951718
