PlantID,Rack,Block,Mom,Site,Site.num,CorollaWidth,CorollaLength,PetalLength,Color,NectarAmt,NectarConc,Root,Fdate
TJ_108_2_A,68,B,TJ_108,Lefthand,17,NA,NA,NA,NA,NA,NA,6.83,553
TJ_108_2_B,84,B,TJ_108,Lefthand,17,2.5,38.66666667,9.666666667,0.2213,30.5,17.66666667,5.44,161
TJ_108_2_C,84,B,TJ_108,Lefthand,17,2.5,41.33333333,9.666666667,1.1148,21.16666667,18.83333333,4.85,161
TJ_115_B_A,62,B,TJ_115,Lefthand,17,2.583333333,46.66666667,9.833333333,0.206,18,23,4.75,67
TJ_115_B_C,51,B,TJ_115,Lefthand,17,2.716666667,43.83333333,12.16666667,0.13165,32.5,20.5,5.42,102
TJ_115_B_E,62,B,TJ_115,Lefthand,17,2.583333333,43.33333333,9.5,0.152,NA,NA,4.6,92
TJ_115_B_G,81,B,TJ_115,Lefthand,17,2.925,41.25,11,0.0726,26.83333333,18.66666667,4.98,161
TJ_118_B_B,51,B,TJ_118,Lefthand,17,3,42.16666667,11,0.1509,30.33333333,19.16666667,5.56,212
TJ_120_B_A,92,B,TJ_120,Lefthand,17,3.033333333,46,9.5,0.2006,29,19.16666667,6.25,281
TJ_120_B_D,68,B,TJ_120,Lefthand,17,2.844444444,47.77777778,10.77777778,0.4426,23.66666667,20.33333333,6.56,212
TJ_120_B_E,92,B,TJ_120,Lefthand,17,2.866666667,46.66666667,10.66666667,0.451,33,19.5,6.74,433
TJ_120_B_F,81,B,TJ_120,Lefthand,17,3.166666667,44.66666667,12.5,0.3007,31,18.66666667,6.07,281
TJ_120_B_G,55,B,TJ_120,Lefthand,17,2.766666667,38.83333333,7.666666667,NA,NA,NA,7.65,528
TJ_120_B_H,55,B,TJ_120,Lefthand,17,2.5,49,11,0.16895,31.33333333,20.5,5.09,49
AM_146_1_A,54,G,AM_146,MRS,18,2.566666667,44.5,11,0.1454,30,19,5.86,281
AM_146_2_C,36,B,AM_146,MRS,18,NA,NA,NA,0.1753,18,19.75,5.18,367
AM_146_2_G,31,G,AM_146,MRS,18,2.5,40.33333333,9.5,0.0835,31.16666667,18.33333333,6.04,102
AM_146_B_B,64,G,AM_146,MRS,18,2.166666667,42,11.16666667,0.3162,28.66666667,19,4.73,57
AM_146_B_C,77,G,AM_146,MRS,18,3.266666667,45,10.5,0.0708,13,19,5.94,537
AM_149_1_A,83,B,AM_149,MRS,18,2.25,47,9,0.2482,15.5,20.33333333,6.33,67
AM_150_1_A,67,G,AM_150,MRS,18,2.75,37.83333333,9,0.204,4.75,20.5,6.28,502
AM_150_1_B,16,G,AM_150,MRS,18,2.9,37.33333333,11.66666667,0.1151,11.5,20.66666667,4.76,502
AM_150_B_A,85,G,AM_150,MRS,18,2.683333333,40.33333333,9.666666667,0.1026,16.66666667,18.66666667,5.33,233
AM_150_B_D,2,B,AM_150,MRS,18,3.133333333,45.66666667,9.333333333,0.0663,6.333333333,19.33333333,4.78,36
AM_151_1_A,31,G,AM_151,MRS,18,2.65,41,11,0.1921,25.33333333,20.5,5.56,433
AM_151_1_B,21,G,AM_151,MRS,18,2.883333333,45.66666667,8.333333333,0.0827,19,19.16666667,4.91,194
AM_151_3_B,34,G,AM_151,MRS,18,NA,NA,NA,0.294,17.33333333,20.33333333,6.04,456
AM_153_1_A,51,B,AM_153,MRS,18,2.55,47.66666667,10.33333333,0.137,26.66666667,19.83333333,5.7,246
AM_153_2_B,85,G,AM_153,MRS,18,2.683333333,44.33333333,8.666666667,0.1688,22.83333333,19.33333333,4.86,233
AM_153_B_A,60,B,AM_153,MRS,18,2.5,48.66666667,10.33333333,0.304,12,20.25,4.28,267
AM_153_B_B,82,B,AM_153,MRS,18,2.45,37,6.5,0.1384,20.16666667,20.33333333,4.48,67
AM_154_1_B,68,B,AM_154,MRS,18,NA,NA,NA,0.3515,14,16,4.65,124
AM_154_1_E,60,B,AM_154,MRS,18,2.691666667,41.41666667,9.916666667,0.1212,20.16666667,20.66666667,4.09,184
AM_154_1_F,80,B,AM_154,MRS,18,2.5,46.25,11.25,0.1283,16.16666667,20.33333333,4.6,132
AM_154_2_A,68,B,AM_154,MRS,18,2.511111111,45.11111111,10,0.12,25,19,4.91,221
AM_154_2_B,68,B,AM_154,MRS,18,2.825,47,10.5,0.3098,17.25,19.5,4.86,112
AM_154_B_B,12,B,AM_154,MRS,18,2.5,44.66666667,8.833333333,0.1952,18.66666667,20,4.87,142
AM_154_B_I,43,G,AM_154,MRS,18,2.266666667,45.66666667,12.66666667,0.2063,19.16666667,19.83333333,5.62,421
AM_155_1_A,60,B,AM_155,MRS,18,3.533333333,45,10.66666667,0.318,23.33333333,18.16666667,5.26,57
AM_155_1_B,81,B,AM_155,MRS,18,2.766666667,41.16666667,12.33333333,0.2783,13.5,18,6.5,92
AM_155_1_D,60,B,AM_155,MRS,18,3.566666667,45,9.333333333,0.279,18.66666667,19.16666667,5.89,67
AM_155_2_D,52,B,AM_155,MRS,18,2.95,46.2,10.1,0.1006,19,19,5.97,292
AM_155_2_E,13,B,AM_155,MRS,18,2.65,40,13,0.1786,22.5,18,6.55,309
AM_155_2_F,1,B,AM_155,MRS,18,3.3,42,10.66666667,0.0911,19.33333333,19.83333333,6.1,142
AM_155_B_A,37,B,AM_155,MRS,18,2.95,48.5,12.66666667,NA,10,19.5,5.84,570
AM_155_B_D,21,G,AM_155,MRS,18,NA,NA,NA,NA,NA,NA,9.5,719
AM_156_1_A,83,B,AM_156,MRS,18,2.583333333,40.66666667,11,0.3783,33.33333333,20.16666667,4.33,30
AM_156_1_B,83,B,AM_156,MRS,18,2.5,45.33333333,11,0.144,16.16666667,19.5,4.92,246
AM_156_3_A,37,B,AM_156,MRS,18,2.9,43,12.66666667,0.1738,26.33333333,20,4.7,233
AM_157_1_D,90,G,AM_157,MRS,18,2.5,45.66666667,11,0.1698,26.66666667,17.16666667,4.67,36
AM_157_1_F,70,G,AM_157,MRS,18,2.85,39.66666667,9.833333333,0.229,26,18,NA,112
AM_157_1_G,10,G,AM_157,MRS,18,3.433333333,42.33333333,10,0.1143,33,18,4.01,246
AM_157_1_J,77,G,AM_157,MRS,18,2.5,40,11.25,0.4198,25.75,18,4.2,31
AM_157_2_A,29,G,AM_157,MRS,18,2.416666667,40.83333333,11.5,0.0737,24.5,18.83333333,4.01,92
AM_157_2_C,54,G,AM_157,MRS,18,2.9,45,11.33333333,0.3048,41.5,18.66666667,4.62,49
AM_157_2_E,29,G,AM_157,MRS,18,2.5,42.33333333,10.83333333,0.0463,18,18,3.96,184
AM_157_B_A,4,G,AM_157,MRS,18,2.883333333,39.83333333,8.833333333,0.0738,26.16666667,19.33333333,4.92,184
AM_157_B_F,16,G,AM_157,MRS,18,2.416666667,37.83333333,9,0.0536,15.83333333,17.33333333,2.39,102
AM_158_1_A,10,G,AM_158,MRS,18,3.066666667,41.33333333,8.666666667,0.1268,30.83333333,19.66666667,6.21,392
AM_158_1_B,71,G,AM_158,MRS,18,2.866666667,44.33333333,11,0.141,19.5,18.66666667,6.86,392
AM_158_1_E,29,G,AM_158,MRS,18,2.333333333,39.66666667,10.5,0.967,10,21.5,4.85,78
AM_158_2_B,74,B,AM_158,MRS,18,2.583333333,41,9.666666667,0.2313,27,20,5.01,132
AM_158_B_B,87,G,AM_158,MRS,18,2.816666667,40,9,0.1811,24.83333333,19.5,4.02,49
AM_158_B_D,6,G,AM_158,MRS,18,NA,NA,NA,0.134,18,18.83333333,6.9,646
AM_159_B_A,31,G,AM_159,MRS,18,2.666666667,40.5,10.33333333,0.025,20.83333333,19.83333333,7.08,212
AM_159_B_C,31,G,AM_159,MRS,18,2.583333333,42.5,10.66666667,0.1424,21.75,19.75,5.99,20
AM_159_B_D,8,G,AM_159,MRS,18,2.85,41.5,9.666666667,0.2525,26.16666667,19.83333333,5.39,194
AM_160_3_A,12,B,AM_160,MRS,18,NA,NA,NA,0.2411,11.66666667,20.66666667,5,392
AM_160_3_B,4,G,AM_160,MRS,18,3.133333333,52.16666667,9.666666667,0.1124,11.16666667,19.33333333,4.14,49
AM_160_4_B,31,G,AM_160,MRS,18,2.833333333,48.5,10.33333333,0.1039,18.33333333,22,4.24,112
AM_160_4_C,34,G,AM_160,MRS,18,2.75,48.66666667,11,0.097,24.5,20.83333333,4.43,25
AM_160_B_B,68,B,AM_160,MRS,18,2.966666667,46,8.666666667,0.2178,NA,NA,4.97,92
AM_160_B_D,41,G,AM_160,MRS,18,2.716666667,42.66666667,10.33333333,0.03,17.83333333,19.33333333,4.77,36
AM_161_1_A,12,B,AM_161,MRS,18,2.833333333,45,9.5,0.1604,17.5,21.33333333,5.15,132
AM_161_B_B,65,G,AM_161,MRS,18,2.533333333,46.16666667,10,NA,NA,NA,9.31,728
AM_161_B_C,86,G,AM_161,MRS,18,2.966666667,45,9.333333333,0.1241,22,17.16666667,4.2,142
AM_162_3_D,71,G,AM_162,MRS,18,3.033333333,42,10.5,0.3254,13.5,19,4.94,194
AM_162_B_A,70,G,AM_162,MRS,18,3.133333333,46.33333333,12.16666667,0.5057,5.75,20.75,5.55,267
AM_162_B_D,12,B,AM_162,MRS,18,2.533333333,41,11,0.2666,19.83333333,20.66666667,5.04,433
AM_163_1_B,55,B,AM_163,MRS,18,2.5,46.33333333,12,0.1369,16.33333333,20.66666667,4.25,132
AM_163_2_B,28,G,AM_163,MRS,18,2.416666667,41,11.33333333,0.1232,23,17.66666667,5.43,292
AM_163_2_C,78,G,AM_163,MRS,18,2.5,46.33333333,8.5,0.1324,22.5,15.5,4.38,31
AM_163_2_E,70,G,AM_163,MRS,18,2.7,42.83333333,10,0.2725,NA,NA,4.68,36
AM_163_3_D,45,G,AM_163,MRS,18,2.316666667,40.66666667,10.33333333,0.0718,20,20.83333333,4.84,25
AM_164_B_A,29,G,AM_164,MRS,18,2.666666667,42.83333333,11.5,0.0677,32.33333333,18.33333333,5.44,184
AM_164_B_C,7,G,AM_164,MRS,18,NA,NA,NA,NA,10,16,7.59,713
AM_165_1_C,7,G,AM_165,MRS,18,NA,NA,NA,0.2752,12,19,5.87,567
AM_165_1_D,7,G,AM_165,MRS,18,2.783333333,39,9.5,0.1999,20,19.66666667,4.27,161
AM_165_2_B,34,G,AM_165,MRS,18,2.5,44.5,9,0.2639,21.66666667,19,4.8,352
AM_165_B_A,78,G,AM_165,MRS,18,NA,NA,NA,NA,NA,NA,6.66,750
AM_165_B_D,50,B,AM_165,MRS,18,2.683333333,45.66666667,13.16666667,0.1942,23.375,18.875,5.89,67
AM_166_1_D,39,B,AM_166,MRS,18,2.566666667,40.33333333,9.333333333,0.1001,17.66666667,18.66666667,4.44,67
AM_166_1_F,53,B,AM_166,MRS,18,2.625,48.75,9.083333333,0.15,15.83333333,19.33333333,5.37,194
AM_166_1_H,85,G,AM_166,MRS,18,3.233333333,43,9.833333333,0.1625,27.66666667,17.33333333,4.56,142
AM_166_3_A,68,B,AM_166,MRS,18,2.966666667,48.66666667,8.166666667,0.4056,NA,NA,4.42,11
AM_166_3_B,7,G,AM_166,MRS,18,2.816666667,45,8.166666667,0.2139,14.66666667,21,4.19,78
AM_166_3_C,31,G,AM_166,MRS,18,2.416666667,50.5,10.5,0.2312,24,21.33333333,4.42,16
AM_166_B_A,24,B,AM_166,MRS,18,NA,NA,NA,NA,11.33333333,20.16666667,5.84,334
AM_167_B_A,66,B,AM_167,MRS,18,2.666666667,43,10.33333333,0.3391,28.5,20.5,5.46,92
AM_167_B_B,49,B,AM_167,MRS,18,NA,NA,NA,4,11,21.25,5.41,507
AM_168_1_A,83,B,AM_168,MRS,18,2.266666667,41,11,0.1604,23.33333333,19.33333333,4.88,20
AM_168_2_A,81,B,AM_168,MRS,18,2.466666667,46.16666667,9.5,0.326,16.66666667,19.83333333,4.7,132
AM_168_B_A,59,B,AM_168,MRS,18,2.533333333,49.83333333,9.833333333,0.3344,14,20,5.17,587
AM_168_B_E,13,B,AM_168,MRS,18,2.25,33.66666667,8.833333333,0.0843,15.16666667,23.66666667,4.05,57
AM_168_B_F,80,B,AM_168,MRS,18,NA,NA,NA,0.1057,32.66666667,19.5,7.13,194
TJ_147_1_C,41,G,TJ_147,wilkersonpass,22,2.683333333,44,11.66666667,1.1896,18.5,17.5,4.39,161
TJ_147_1_D,77,G,TJ_147,wilkersonpass,22,2.75,38.66666667,10.16666667,1.7376,30.33333333,17.16666667,3.68,16
TJ_147_1_E,77,G,TJ_147,wilkersonpass,22,2.583333333,36.16666667,9.166666667,0.4936,17.5,20.83333333,3.85,36
TJ_147_2_B,53,B,TJ_147,wilkersonpass,22,2.833333333,44.33333333,12,0.7727,16,19.66666667,5.32,142
TJ_147_2_D,53,B,TJ_147,wilkersonpass,22,2.866666667,41.33333333,11.5,1.3267,26.66666667,17,4.97,49
TJ_147_2_F,81,B,TJ_147,wilkersonpass,22,2.966666667,42.66666667,9.5,0.7179,32.66666667,14.83333333,7.52,367
TJ_147_B_B,64,G,TJ_147,wilkersonpass,22,2.416666667,43.16666667,12.5,0.7509,20.33333333,17.83333333,6.68,246
TJ_147_B_C,64,G,TJ_147,wilkersonpass,22,2.75,43.16666667,12.16666667,0.8374,40.75,14.83333333,5.31,184
TJ_147_B_F,88,G,TJ_147,wilkersonpass,22,2.583333333,40.66666667,9,1.4418,22.16666667,18,3.85,267
TJ_147_B_H,76,G,TJ_147,wilkersonpass,22,2.533333333,44,10,1.0544,29.25,19.5,6.02,553
TJ_148_B_B,64,G,TJ_148,wilkersonpass,22,2.166666667,39.83333333,7.333333333,0.4812,9.666666667,23.83333333,5.12,184
TJ_149_2_D,67,G,TJ_149,wilkersonpass,22,2.25,38.33333333,9.5,0.5556,25.25,21.16666667,5.28,31
TJ_150_1_A,6,G,TJ_150,wilkersonpass,22,2.733333333,44,9.5,1.1018,24.83333333,20.5,4.87,246
TJ_151_2_C,33,G,TJ_151,wilkersonpass,22,2.783333333,40,8.5,1.6339,17.83333333,21.33333333,5.36,142
TJ_151_B_A,33,G,TJ_151,wilkersonpass,22,NA,NA,NA,1.7642,16.16666667,25.66666667,7.6,655
TJ_154_B_C,30,G,TJ_154,wilkersonpass,22,2.75,45.33333333,8.5,2.4162,12.83333333,18.5,4.98,78
TJ_155_2_A,33,G,TJ_155,wilkersonpass,22,2.75,41.16666667,10.16666667,1.9068,18.33333333,16.16666667,5.81,11
TJ_155_B_B,26,B,TJ_155,wilkersonpass,22,2.566666667,22.33333333,6,0.2564,3.5,23.33333333,5.48,292
TJ_156_1_B,31,G,TJ_156,wilkersonpass,22,2.5,40.16666667,10,0.93,16,16.5,4.68,15
TJ_159_1_E,53,B,TJ_159,wilkersonpass,22,2.9,38,6.5,2.0362,10.5,16,8.53,686
TJ_159_1_F,90,G,TJ_159,wilkersonpass,22,NA,NA,NA,0.8187,25,17,5.39,520
TJ_159_B_G,45,G,TJ_159,wilkersonpass,22,2.416666667,43.66666667,8.5,1.1816,26.83333333,20.5,4.6,445
TJ_161_B_F,67,G,TJ_161,wilkersonpass,22,2.416666667,41.5,12.16666667,0.9197,15,20.66666667,5.12,367
TJ_161_B_G,34,G,TJ_161,wilkersonpass,22,2.666666667,42.66666667,10.66666667,1.2938,20.75,16.25,5.41,161
TJ_161_B_J,18,G,TJ_161,wilkersonpass,22,2.8,41,12,1.7967,15.5,20.83333333,7.39,520
TJ_161_B_K,34,G,TJ_161,wilkersonpass,22,2.583333333,37.83333333,11.16666667,1.2869,NA,NA,NA,124
TJ_162_1_A,12,B,TJ_162,wilkersonpass,22,2.433333333,40.66666667,11.66666667,1.3519,29,17.66666667,5.69,292
TJ_162_1_D,12,B,TJ_162,wilkersonpass,22,2.5,40.83333333,9,1.2605,16.66666667,18.16666667,5.08,124
TJ_162_2_B,12,B,TJ_162,wilkersonpass,22,NA,NA,NA,2.0528,12.16666667,21.16666667,5.87,382
TJ_163_B_C,31,G,TJ_163,wilkersonpass,22,2.75,48.33333333,10.66666667,0.8431,28.5,19.66666667,5.03,7
TJ_164_2_C,18,G,TJ_164,wilkersonpass,22,2.916666667,45.16666667,9.5,0.34,16.33333333,21,4.66,57
TJ_165_B_A,31,G,TJ_165,wilkersonpass,22,2.416666667,38.83333333,10.16666667,1.4655,27.5,19.33333333,6.44,161
TJ_165_B_E,64,G,TJ_165,wilkersonpass,22,2.583333333,44.33333333,9.5,0.9975,10.33333333,21.66666667,6.71,320
TJ_165_B_G,46,G,TJ_165,wilkersonpass,22,2.55,41,10.33333333,0.5549,24.5,23.83333333,NA,78
