PlantID,Rack,Block,Mom,Site,Site.num,CorollaWidth,CorollaLength,PetalLength,Color,NectarAmt,NectarConc,Root,Fdate
AM_010_2_B,14,G,AM_010,72high,13,NA,NA,NA,0.2564,8.833333333,21.83333333,5.7,713
AM_012_1_C,4,G,AM_012,72high,13,3.2,48.66666667,9.166666667,0.1392,18.5,19.66666667,6.1,292
AM_012_1_D,6,G,AM_012,72high,13,NA,NA,NA,NA,NA,NA,8.48,740
AM_012_B_M,41,G,AM_012,72high,13,3.033333333,52.66666667,9.666666667,0.15245,25.5,20.5,7.02,424
AM_013_1_B,23,B,AM_013,72high,13,3.266666667,40.16666667,9.333333333,0.0973,19.5,18.83333333,NA,36
AM_013_2_B,60,B,AM_013,72high,13,3.666666667,44.66666667,9.833333333,0.4111,25.75,19,5.6,112
AM_013_2_C,1,B,AM_013,72high,13,NA,NA,NA,0.0964,12.75,19.75,6.77,583
AM_013_2_D,51,B,AM_013,72high,13,2.666666667,45.66666667,9.333333333,0.2016,36.33333333,20,5.43,382
AM_013_3_A,29,G,AM_013,72high,13,NA,NA,NA,0.1653,20.83333333,18.83333333,5.56,433
AM_013_3_B,36,B,AM_013,72high,13,NA,NA,NA,0.1853,28,20,5.9,334
AM_013_3_D,73,B,AM_013,72high,13,2.75,44,10,0.1974,23.66666667,17.66666667,5.25,13
AM_013_B_C,14,G,AM_013,72high,13,2.416666667,37.33333333,10.66666667,0.0871,24.33333333,18,5.7,246
AM_013_B_D,28,G,AM_013,72high,13,2.166666667,45,9.666666667,0.0664,22.5,20,4.85,102
AM_013_B_E,7,G,AM_013,72high,13,3.033333333,41.5,11,0.2556,30,17.66666667,5.77,410
AM_013_B_H,38,B,AM_013,72high,13,NA,NA,NA,NA,NA,NA,7.14,709
AM_014_1_E,89,G,AM_014,72high,13,2.833333333,39.66666667,10.33333333,0.1588,27.5,20.16666667,6.79,309
AM_014_1_G,35,G,AM_014,72high,13,NA,NA,NA,NA,15.25,21,6.93,662
AM_014_2_A,28,G,AM_014,72high,13,2.416666667,39.5,10.16666667,0.1195,18,18,4.2,334
AM_014_3_A,65,G,AM_014,72high,13,2.416666667,43.16666667,10,0.176,13,19,7.63,528
AM_015_2_G,1,B,AM_015,72high,13,NA,NA,NA,0.1982,20.16666667,21.83333333,5.08,367
AM_015_3_F,3,B,AM_015,72high,13,2.483333333,50,9.333333333,0.1927,23.33333333,20.66666667,4.43,334
AM_015_B_A,83,B,AM_015,72high,13,NA,NA,NA,NA,NA,NA,7.91,662
AM_015_B_C,20,G,AM_015,72high,13,2.95,44.66666667,9.666666667,0.3001,19.83333333,19.5,5.45,456
AM_015_B_D,58,B,AM_015,72high,13,2.816666667,42,10.33333333,0.2035,NA,NA,5.47,507
AM_015_B_G,7,G,AM_015,72high,13,NA,NA,NA,0.2122,6.5,20.5,7.04,635
AM_016_1_A,65,G,AM_016,72high,13,NA,NA,NA,NA,22.16666667,20,8.33,575
AM_016_1_B,65,G,AM_016,72high,13,2.5,50.16666667,10.33333333,0.0693,23.33333333,19.83333333,5.63,433
AM_016_1_E,69,G,AM_016,72high,13,3.166666667,43.83333333,9.166666667,0.1823,21.25,21.5,6.29,559
AM_016_1_F,34,G,AM_016,72high,13,2.666666667,44,10.66666667,0.0999,21.5,19.16666667,5.81,194
AM_016_1_G,9,G,AM_016,72high,13,2.366666667,44,14.33333333,0.0714,16.25,18.5,5.62,553
AM_016_2_A,9,G,AM_016,72high,13,NA,NA,NA,0.2804,25.33333333,19.5,5.03,424
AM_016_B_A,65,G,AM_016,72high,13,2.5625,50.875,11,0.0974,20.33333333,18,7.37,320
AM_016_B_B,38,B,AM_016,72high,13,2.883333333,47.66666667,11.33333333,0.0708,29.83333333,21,5.87,184
AM_016_B_C,69,G,AM_016,72high,13,2.35,38.5,9.5,0.3148,28.33333333,18.83333333,4.64,161
AM_016_B_D,65,G,AM_016,72high,13,NA,NA,NA,NA,23,19,4.99,489
AM_016_B_E,65,G,AM_016,72high,13,NA,NA,NA,NA,NA,NA,9.26,729
AM_017_1_A,65,G,AM_017,72high,13,NA,NA,NA,NA,13,19.5,8.75,627
AM_017_1_F,30,G,AM_017,72high,13,3,49.5,11.33333333,0.1147,23.83333333,20.16666667,6.47,367
AM_017_1_G,85,G,AM_017,72high,13,2.95,42.66666667,9.833333333,0.1675,17.83333333,20,6.14,489
AM_017_1_I,69,G,AM_017,72high,13,2.475,45,9.25,NA,17,21.66666667,8.57,646
AM_017_1_J,69,G,AM_017,72high,13,2.666666667,50.33333333,10.5,0.1282,19.375,18.75,5.99,433
AM_017_1_K,85,G,AM_017,72high,13,2.783333333,52.66666667,11,NA,18,18,5.39,593
AM_017_1_M,46,G,AM_017,72high,13,2.833333333,45.66666667,11.66666667,0.0299,13.75,20.75,6.46,610
AM_017_2_A,32,G,AM_017,72high,13,NA,NA,NA,0.2153,16.66666667,18,NA,570
AM_017_2_E,65,G,AM_017,72high,13,2.5,43.16666667,11,0.2887,17,20.5,6.86,92
AM_017_2_G,46,G,AM_017,72high,13,3.166666667,52.66666667,12.66666667,0.3119,20,18.25,7.02,646
AM_017_3_H,69,G,AM_017,72high,13,2.916666667,49.16666667,11.33333333,0.2164,46.91666667,20.41666667,6.84,433
AM_017_3_L,46,G,AM_017,72high,13,2.866666667,51.66666667,14,0.1555,26.75,18,5.74,638
AM_017_3_M,21,G,AM_017,72high,13,3.2,50.16666667,9.5,0.1355,20,17.83333333,4.78,142
AM_017_B_B,85,G,AM_017,72high,13,2.583333333,47,11.33333333,0.3531,27.83333333,15.33333333,5.2,78
AM_018_1_A,44,G,AM_018,72high,13,2.866666667,50,15.66666667,0.2836,NA,NA,7.15,655
AM_018_1_B,44,G,AM_018,72high,13,2.8,46.83333333,13.33333333,0.2208,24.75,15.75,5.73,632
AM_018_1_D,76,G,AM_018,72high,13,2.166666667,43.83333333,11.5,0.3456,31,16.5,5.96,67
AM_018_1_G,16,G,AM_018,72high,13,2.666666667,42,10,0.1713,24.75,19.25,3.27,161
AM_019_1_E,20,G,AM_019,72high,13,NA,NA,NA,NA,NA,NA,11.03,725
AM_019_1_G,43,G,AM_019,72high,13,2.8,49.66666667,11.66666667,0.3563,26,19.5,6.21,477
AM_019_1_H,59,B,AM_019,72high,13,2.366666667,42.66666667,9.833333333,0.1952,NA,NA,6.19,467
AM_019_2_A,89,G,AM_019,72high,13,NA,NA,NA,NA,NA,NA,8.72,746
AM_019_2_D,89,G,AM_019,72high,13,NA,NA,NA,NA,NA,NA,9.12,749
AM_019_3_B,89,G,AM_019,72high,13,NA,NA,NA,NA,NA,NA,7.64,686
AM_019_3_F,43,G,AM_019,72high,13,2.366666667,41,11,0.1274,17.66666667,21.16666667,4.9,142
AM_019_B_A,16,G,AM_019,72high,13,2.8,48.83333333,9,0.1831,18.66666667,21.33333333,6.06,559
AM_019_B_B,89,G,AM_019,72high,13,2.733333333,41.33333333,10.83333333,0.1669,13.33333333,19,7.34,537
AM_019_B_C,7,G,AM_019,72high,13,3.066666667,43.33333333,11.16666667,0.2255,10.625,19.625,5.6,246
AM_019_B_L,70,G,AM_019,72high,13,NA,NA,NA,NA,NA,NA,9.05,752
AM_019_B_M,17,G,AM_019,72high,13,NA,NA,NA,0.1266,20.66666667,18.83333333,6.9,593
AM_020_1_A,72,B,AM_020,72high,13,3.016666667,45.66666667,9.083333333,NA,17.5,18.25,7.58,587
AM_020_3_L,32,G,AM_020,72high,13,2.8,50,14,0.0782,15,15.75,6.67,477
AM_020_3_M,16,G,AM_020,72high,13,3.266666667,43.33333333,11,0.1113,16.16666667,21,5.43,520
AM_020_4_A,69,G,AM_020,72high,13,2.766666667,37.33333333,10.33333333,0.0674,21.16666667,15.83333333,7.3,593
AM_020_4_F,5,G,AM_020,72high,13,3.016666667,53.66666667,12.16666667,0.0661,27.66666667,20,5.28,246
AM_020_B_H,16,G,AM_020,72high,13,2.916666667,51.16666667,11.16666667,0.08,18.83333333,20.5,5.79,334
AM_021_1_A,90,G,AM_021,72high,13,NA,NA,NA,NA,NA,NA,7.64,747
AM_021_3_B,27,B,AM_021,72high,13,3.3,36.66666667,13.33333333,0.1548,NA,NA,7.98,697
AM_021_B_C,20,G,AM_021,72high,13,2.666666667,44.5,10.5,0.0513,20.66666667,20.66666667,6.25,281
AM_021_B_D,30,G,AM_021,72high,13,3.1,49,11,0.1589,14,22,7.67,553
AM_021_B_E,5,G,AM_021,72high,13,2.583333333,40.33333333,10.33333333,0.15,15.83333333,20.5,4.9,456
AM_022_1_B,70,G,AM_022,72high,13,2.775,44.66666667,12.41666667,0.6889,21.8,20.9,5.95,161
AM_022_B_F,27,B,AM_022,72high,13,3.466666667,45.83333333,12.33333333,1.069,18.16666667,21.5,6.95,132
AM_023_2_D,69,G,AM_023,72high,13,3.166666667,45.66666667,9.333333333,0.1936,16,21.25,5.78,352
AM_023_2_F,50,B,AM_023,72high,13,2.733333333,31,11.66666667,0.1046,26.83333333,19.33333333,6.29,246
AM_023_3_A,67,G,AM_023,72high,13,2.833333333,45.33333333,11.66666667,0.5083,31.83333333,22.16666667,5.8,233
AM_023_B_B,44,G,AM_023,72high,13,2.5,41.66666667,10.33333333,0.1352,11,19.5,4.63,221
AM_023_B_C,88,G,AM_023,72high,13,NA,NA,NA,0.1517,30,21.25,NA,78
AM_024_2_B,76,G,AM_024,72high,13,3,49.5,11.66666667,0.351,26,18.83333333,6.68,320
AM_024_B_F,53,B,AM_024,72high,13,3.233333333,43.33333333,11.66666667,0.0937,9.333333333,21.66666667,6.26,489
TJ_193_B_E,77,G,TJ_193,Caribou,14,2.666666667,42.16666667,11.16666667,0.1881,20.16666667,21.16666667,5.08,43
TJ_193_B_F,79,G,TJ_193,Caribou,14,2.333333333,43.33333333,12.5,0.2354,NA,NA,6.06,334
TJ_193_B_G,76,G,TJ_193,Caribou,14,2.4,45,13.33333333,0.2068,25,20.5,7.64,559
TJ_194_B_B,41,G,TJ_194,Caribou,14,2.85,46.33333333,13,0.0983,NA,NA,6.12,528
TJ_194_B_C,41,G,TJ_194,Caribou,14,2.566666667,54,11.66666667,0.1348,21.33333333,19.5,6.04,421
TJ_194_B_E,6,G,TJ_194,Caribou,14,3.333333333,52.16666667,10.5,0.1348,21.16666667,21.16666667,4.81,142
TJ_194_B_F,79,G,TJ_194,Caribou,14,2.666666667,47.83333333,9.833333333,0.4193,NA,NA,5.98,309
TJ_194_B_G,45,G,TJ_194,Caribou,14,2.4,45,10.16666667,0.2002,20.66666667,18.33333333,NA,367
TJ_194_B_H,44,G,TJ_194,Caribou,14,3.033333333,48.66666667,11.5,0.134,29,19,4.76,142
TJ_194_B_I,45,G,TJ_194,Caribou,14,3.016666667,46.66666667,13.66666667,0.1185,23.25,17.25,NA,161
TJ_194_B_J,77,G,TJ_194,Caribou,14,2.75,50.83333333,11,0.205,19.5,20.66666667,5.12,246
TJ_201_2_C,45,G,TJ_201,Caribou,14,2.9,48.83333333,11.66666667,0.3034,NA,NA,NA,638
TJ_201_3_A,79,G,TJ_201,Caribou,14,2.416666667,36.66666667,8.166666667,0.2074,34.5,17,7.7,221
TJ_202_1_B,79,G,TJ_202,Caribou,14,2.666666667,47.5,9,0.2418,21.16666667,21.33333333,5.36,194
TJ_202_2_A,44,G,TJ_202,Caribou,14,NA,NA,NA,NA,11.5,19,7.73,719
TJ_202_2_B,45,G,TJ_202,Caribou,14,2.9,47.33333333,10,0.0911,23,21.66666667,5.58,221
TJ_202_2_C,15,G,TJ_202,Caribou,14,2.75,49.5,8.833333333,0.1534,21.83333333,22.5,5.72,334
TJ_202_2_F,15,G,TJ_202,Caribou,14,2.666666667,39.33333333,7.833333333,0.0552,10.66666667,22.66666667,6.33,194
TJ_202_2_G,64,G,TJ_202,Caribou,14,2.583333333,46.5,7.5,0.1163,24.83333333,18,6.69,161
TJ_204_1_C,81,B,TJ_204,Caribou,14,3.1,51.33333333,10.5,0.2093,26,20.16666667,6.41,233
TJ_210_B_B,82,B,TJ_210,Caribou,14,2.966666667,52.66666667,13,0.1155,26.83333333,18.66666667,5.83,424
TJ_210_B_C,42,B,TJ_210,Caribou,14,NA,NA,NA,NA,NA,NA,7.94,651
TJ_210_B_D,58,B,TJ_210,Caribou,14,2.833333333,57.66666667,10.66666667,0.2821,19.83333333,18.5,5.07,102
TJ_210_B_E,82,B,TJ_210,Caribou,14,2.9,52,9,NA,33,17.66666667,8.09,559
TJ_210_B_F,47,G,TJ_210,Caribou,14,NA,NA,NA,NA,16,20.5,9.2,736
TJ_210_B_I,76,G,TJ_210,Caribou,14,NA,NA,NA,NA,NA,NA,8.06,682
TJ_210_B_J,22,B,TJ_210,Caribou,14,3.1,51.66666667,11.66666667,0.2505,29.16666667,19.16666667,7.29,401
TJ_210_B_K,54,G,TJ_210,Caribou,14,3.133333333,43.16666667,10.16666667,0.2537,NA,NA,7.14,593
AM_098_2_A,52,B,AM_098,Caribou,14,2.45,45.33333333,10.16666667,0.5601,27,20.33333333,6.89,161
AM_098_2_B,25,B,AM_098,Caribou,14,2.633333333,45,11,0.424,19,21.33333333,5.44,194
AM_099_B_A,78,G,AM_099,Caribou,14,NA,NA,NA,NA,NA,NA,8.75,737
AM_100_1_A,43,G,AM_100,Caribou,14,3.533333333,47.83333333,12.66666667,0.1419,16.25,21.25,7.28,614
AM_100_2_C,56,G,AM_100,Caribou,14,2.708333333,45.66666667,10.66666667,0.1167,19.5,19.16666667,7.15,382
AM_101_1_A,42,B,AM_101,Caribou,14,2.266666667,41.5,10.5,0.3162,16.5,21,6.72,246
AM_101_1_B,78,G,AM_101,Caribou,14,3.066666667,45.83333333,9.5,0.1336,22,20.75,9.44,489
AM_101_1_C,41,G,AM_101,Caribou,14,NA,NA,NA,NA,NA,NA,10.72,731
AM_101_1_D,84,B,AM_101,Caribou,14,NA,NA,NA,0.1292,13.25,17.75,7.11,489
AM_101_1_H,63,B,AM_101,Caribou,14,2.416666667,41.83333333,11.66666667,0.2861,12.5,22.5,6.82,102
AM_101_2_B,53,G,AM_101,Caribou,14,NA,NA,NA,NA,NA,NA,6.32,646
AM_101_2_C,59,B,AM_101,Caribou,14,3.05,44.33333333,9.333333333,NA,19,19,7.97,610
AM_101_B_A,61,B,AM_101,Caribou,14,2.616666667,40.16666667,11,0.2211,17,19,7.27,605
AM_101_B_B,61,B,AM_101,Caribou,14,2.766666667,43.16666667,10,0.1815,13.16666667,21.5,7.1,553
AM_102_1_A,60,B,AM_102,Caribou,14,2.45,35.33333333,9.583333333,0.1007,26,20.33333333,5.49,401
AM_102_1_B,60,B,AM_102,Caribou,14,3.666666667,47.66666667,10.33333333,0.3803,21.5,21,5.71,57
AM_102_2_A,82,B,AM_102,Caribou,14,NA,NA,NA,NA,NA,NA,9.5,662
AM_102_2_B,52,B,AM_102,Caribou,14,3,50.33333333,13.33333333,0.3818,27.33333333,18.66666667,5.09,194
AM_102_3_A,61,B,AM_102,Caribou,14,NA,NA,NA,0.2357,19,19.5,6.99,507
AM_103_2_A,82,B,AM_103,Caribou,14,3.166666667,41.66666667,10,NA,NA,NA,8.24,617
AM_103_3_B,61,B,AM_103,Caribou,14,2.85,33.33333333,7.666666667,NA,NA,NA,9.08,651
AM_103_3_C,61,B,AM_103,Caribou,14,2.85,43.33333333,9.833333333,0.1275,22,19.5,6.45,547
AM_103_3_D,60,B,AM_103,Caribou,14,NA,NA,NA,NA,NA,NA,7.52,682
AM_103_4_A,27,B,AM_103,Caribou,14,NA,NA,NA,0.0932,19,17.83333333,4.66,246
AM_103_4_B,27,B,AM_103,Caribou,14,NA,NA,NA,0.1286,10.75,10.75,4.08,320
AM_105_B_B,27,B,AM_105,Caribou,14,NA,NA,NA,0.1146,17.33333333,18.33333333,5.06,559
AM_105_B_C,27,B,AM_105,Caribou,14,NA,NA,NA,0.0993,13.83333333,19.33333333,6.97,570
AM_107_1_A,40,B,AM_107,Caribou,14,2.91,42.6,12,0.1631,26.33333333,19,6.37,292
AM_107_1_B,40,B,AM_107,Caribou,14,NA,NA,NA,NA,NA,NA,8.46,695
AM_107_1_D,27,B,AM_107,Caribou,14,3.333333333,38,12,0.1282,19,19.66666667,6.42,537
AM_107_1_E,40,B,AM_107,Caribou,14,3,41,12.5,0.1754,26.75,20,7.36,320
AM_107_1_F,17,G,AM_107,Caribou,14,3.3,39,10,0.1912,22.75,16.75,7.93,680
AM_107_1_G,17,G,AM_107,Caribou,14,NA,NA,NA,0.1288,22.5,20.66666667,NA,537
AM_107_3_A,40,B,AM_107,Caribou,14,2.933333333,45.33333333,10.16666667,0.08435,17.83333333,20.5,5.58,267
AM_107_3_C,25,B,AM_107,Caribou,14,2.55,46,11,0.1115,14.66666667,19.5,4.32,292
AM_107_4_A,63,B,AM_107,Caribou,14,3.125,48.5,9.75,0.2436,21.5,20.5,7.02,142
AM_107_4_B,18,G,AM_107,Caribou,14,2.583333333,43.33333333,10.66666667,0.0819,13.66666667,17,6.04,112
AM_107_4_C,40,B,AM_107,Caribou,14,NA,NA,NA,NA,NA,NA,7.94,725
AM_107_5_B,91,B,AM_107,Caribou,14,2.866666667,47,7.333333333,0.1535,22.83333333,18.83333333,6.75,292
AM_107_6_A,32,G,AM_107,Caribou,14,NA,NA,NA,0.185,NA,NA,7.96,697
AM_107_6_C,92,B,AM_107,Caribou,14,2.9,47.66666667,9,0.1127,22.33333333,21.83333333,6.04,57
AM_107_6_D,68,B,AM_107,Caribou,14,2.5,38.33333333,9.916666667,0.1203,14.5,23,7.47,334
AM_107_B_D,90,G,AM_107,Caribou,14,NA,NA,NA,0.0501,31.83333333,19.83333333,7.35,507
AM_107_B_F,11,B,AM_107,Caribou,14,NA,NA,NA,0.1912,16.5,21.5,9.04,575
AM_108_1_C,69,G,AM_108,Caribou,14,3.2,45,9.5,0.3249,NA,NA,5.68,267
AM_108_1_F,11,B,AM_108,Caribou,14,NA,NA,NA,NA,NA,NA,7.12,NA
AM_108_3_A,54,G,AM_108,Caribou,14,2.983333333,41,9.666666667,0.1498,10.66666667,17.5,6.22,267
AM_108_4_A,62,B,AM_108,Caribou,14,2.916666667,45.33333333,8,0.3817,34.16666667,15,5.99,78
AM_108_4_B,66,B,AM_108,Caribou,14,2.916666667,44.66666667,11.83333333,0.32,24.75,19.625,5.29,67
AM_108_B_A,71,G,AM_108,Caribou,14,3.033333333,43,10.16666667,0.4835,24.7,17.3,6.14,25
AM_108_B_B,51,B,AM_108,Caribou,14,3.166666667,46.33333333,8.666666667,0.2084,16,18,5.79,410
AM_110_2_A,42,B,AM_110,Caribou,14,3.066666667,39,13,NA,8.5,17.5,8.48,NA
AM_110_2_B,62,B,AM_110,Caribou,14,2.416666667,41.66666667,9,0.1636,13.16666667,20.33333333,6.56,410
AM_110_2_C,66,B,AM_110,Caribou,14,2.5,37.5,9.833333333,0.3398,8.333333333,17,5.67,16
AM_110_2_D,62,B,AM_110,Caribou,14,2.75,42.16666667,8.5,0.2778,21,20.66666667,5.9,57
AM_110_2_E,66,B,AM_110,Caribou,14,2.5,42,11.83333333,0.0854,12.5,20.33333333,7.51,401
AM_110_3_B,66,B,AM_110,Caribou,14,2.566666667,39.83333333,7.5,NA,6,27.5,8.54,547
AM_110_3_C,72,B,AM_110,Caribou,14,2.916666667,38.83333333,9.916666667,NA,NA,NA,8.4,655
AM_110_3_D,55,B,AM_110,Caribou,14,2.783333333,39,11,0.149,11.75,21,6.12,20
AM_110_B_A,47,G,AM_110,Caribou,14,3.033333333,47.66666667,11,0.1176,14,20.83333333,5.04,267
AM_110_B_B,70,G,AM_110,Caribou,14,2.916666667,47.83333333,10,0.1154,12,21.16666667,7.2,477
AM_110_B_C,15,G,AM_110,Caribou,14,2.833333333,40.83333333,10.5,0.0791,14.5,18.5,4.43,20
AM_110_B_D,54,G,AM_110,Caribou,14,2.866666667,48.5,11.66666667,0.1266,14,20,7.11,638
AM_110_B_E,76,G,AM_110,Caribou,14,2.883333333,39.91666667,7.833333333,NA,21.125,17.375,9.33,632
AM_110_B_F,11,B,AM_110,Caribou,14,NA,NA,NA,0.1407,10.75,19.75,7.81,617
AM_110_B_G,24,B,AM_110,Caribou,14,3.2,41.5,12,0.2763,20,19.66666667,5.46,292
AM_110_B_H,24,B,AM_110,Caribou,14,2.816666667,42.66666667,11.33333333,0.1833,18,20.66666667,6.17,334
AM_110_B_K,24,B,AM_110,Caribou,14,2.7,43,12.66666667,0.1608,18.83333333,21.16666667,5.78,267
AM_110_B_L,11,B,AM_110,Caribou,14,2.483333333,41,11.66666667,0.0906,28.16666667,16.16666667,5.1,267
AM_110_B_M,60,B,AM_110,Caribou,14,2.466666667,40,8.666666667,0.1309,12.33333333,18.33333333,5.4,477
AM_111_1_A,50,B,AM_111,Caribou,14,2.483333333,45.66666667,11.5,0.1187,20.33333333,20.25,4.86,161
AM_111_1_B,92,B,AM_111,Caribou,14,3,45.33333333,10,NA,35,19.66666667,4.98,142
AM_111_1_C,68,B,AM_111,Caribou,14,2.583333333,44.33333333,11,0.1084,15,22.5,5.34,194
AM_111_1_D,63,B,AM_111,Caribou,14,NA,NA,NA,0.1133,9.25,24.5,6.77,456
AM_111_1_E,91,B,AM_111,Caribou,14,3,43.33333333,9,0.1083,34.16666667,19.16666667,5.36,281
AM_111_2_A,91,B,AM_111,Caribou,14,NA,NA,NA,0.1091,20.66666667,17.66666667,6.81,334
AM_111_2_D,50,B,AM_111,Caribou,14,2.666666667,43.66666667,12,0.201,16.16666667,20.16666667,4.95,142
AM_111_2_G,87,G,AM_111,Caribou,14,2.8,45.66666667,9,0.1999,17.33333333,20.33333333,6.11,334
AM_111_B_A,92,B,AM_111,Caribou,14,3.166666667,43.33333333,8.666666667,0.226,17,22.5,5.69,281
AM_115_2_A,76,G,AM_115,Caribou,14,NA,NA,NA,NA,NA,NA,8.64,734
AM_115_3_A,53,B,AM_115,Caribou,14,3.3,45.66666667,8.833333333,0.3857,9.833333333,21.16666667,7.05,507
AM_115_B_A,10,G,AM_115,Caribou,14,3.133333333,46,12,0.2349,18.5,21.5,8.23,617
AM_115_B_B,47,G,AM_115,Caribou,14,3.1,37,10.5,0.2214,5.5,21.5,8.44,547
TJ_124_B_A,58,B,TJ_124,springcreek,15,4.066666667,30.5,9.333333333,4,48,24,7.56,456
TJ_125_1_B,82,B,TJ_125,springcreek,15,4.4,36,9.333333333,4,35.75,21.25,7.78,477
TJ_125_2_A,74,B,TJ_125,springcreek,15,4.333333333,36.33333333,10.16666667,4,116.5,17,5.62,334
TJ_125_B_B,25,B,TJ_125,springcreek,15,NA,NA,NA,NA,NA,NA,6.51,709
TJ_125_B_C,57,B,TJ_125,springcreek,15,3.833333333,34.83333333,12,4,67.66666667,21.33333333,6.49,352
TJ_125_B_D,74,B,TJ_125,springcreek,15,4.433333333,36.66666667,11.33333333,4,103.8333333,17.16666667,6.16,401
TJ_125_B_E,74,B,TJ_125,springcreek,15,4.333333333,37.58333333,10.83333333,NA,82.75,17.25,7.53,528
TJ_125_B_F,30,G,TJ_125,springcreek,15,4.266666667,47,14.33333333,4,56,19,6.19,553
TJ_126_B_A,25,B,TJ_126,springcreek,15,3.966666667,38,13,4,57.75,19.5,5.9,194
TJ_127_2_B,25,B,TJ_127,springcreek,15,3.9,32.5,12,4,NA,NA,7.28,610
TJ_127_2_C,57,B,TJ_127,springcreek,15,4.166666667,36.66666667,13.33333333,4,NA,NA,7.46,382
TJ_129_1_A,25,B,TJ_129,springcreek,15,4.033333333,29.66666667,7.333333333,4,42.75,19.25,6.58,292
TJ_129_1_B,57,B,TJ_129,springcreek,15,4.1,37,11,4,73.33333333,19,5.66,49
TJ_129_1_H,15,G,TJ_129,springcreek,15,4.333333333,34.16666667,9.5,4,31.25,21.25,5.52,352
TJ_129_1_I,51,B,TJ_129,springcreek,15,4.033333333,35.33333333,10.33333333,4,111.1666667,20,4.87,281
TJ_129_B_A,25,B,TJ_129,springcreek,15,4.9,40,13,NA,NA,NA,8.4,610
TJ_129_B_B,57,B,TJ_129,springcreek,15,3.566666667,32.66666667,10.5,4,38.33333333,18,NA,161
TJ_129_B_I,56,G,TJ_129,springcreek,15,4,35.16666667,12,4,85.5,22.5,6.64,401
TJ_129_B_J,56,G,TJ_129,springcreek,15,NA,NA,NA,NA,NA,NA,8.75,745
TJ_129_B_K,56,G,TJ_129,springcreek,15,4.066666667,30.66666667,9.666666667,4,66.16666667,23.83333333,7.01,367
TJ_129_B_L,75,B,TJ_129,springcreek,15,3.95,41.33333333,9.666666667,NA,NA,NA,7.3,686
TJ_129_B_M,78,G,TJ_129,springcreek,15,3.666666667,33.83333333,9.5,NA,59.75,17.5,6.71,593
TJ_133_2_B,48,B,TJ_129,springcreek,15,4.8,34,22.66666667,4,31.16666667,25.66666667,5.32,352
TJ_133_B_B,50,B,TJ_133,springcreek,15,NA,NA,NA,4,74.33333333,20,7.19,367
TJ_133_B_F,54,G,TJ_133,springcreek,15,3.75,33.83333333,11,4,NA,NA,5.97,537
TJ_134_B_B,48,B,TJ_134,springcreek,15,4.3,31,15,4,55,20,6.62,401
TJ_142_B_B,39,B,TJ_142,springcreek,15,NA,NA,NA,NA,NA,NA,9.99,686
TJ_143_1_A,77,G,TJ_143,springcreek,15,4.033333333,43,12,4,67.75,21.75,5.64,92
TJ_143_1_C,16,G,TJ_143,springcreek,15,3.833333333,36.5,11.66666667,4,22.5,13,4.09,67
TJ_097_B_C,38,B,TJ_097,Lefthand,17,3.166666667,42.33333333,12,0.1375,11.5,21.5,6.16,502
TJ_097_B_E,72,B,TJ_097,Lefthand,17,3.12,44.5,9.4,NA,NA,NA,7.71,605
TJ_100_1_A,28,G,TJ_100,Lefthand,17,NA,NA,NA,0.109,19.75,19.5,6.5,502
TJ_100_1_E,71,G,TJ_100,Lefthand,17,2.541666667,45.75,9.25,0.1141,19.5,17.75,6.52,424
TJ_100_1_F,55,B,TJ_100,Lefthand,17,2.683333333,41,9,NA,26.66666667,18.5,5.05,212
TJ_100_1_G,66,B,TJ_100,Lefthand,17,2.583333333,40.66666667,9.166666667,0.278,25.5,21.5,NA,67
TJ_100_1_K,29,G,TJ_100,Lefthand,17,NA,NA,NA,0.2943,30.17,20.17,5.9,489
TJ_100_2_B,1,B,TJ_100,Lefthand,17,2.65,43.66666667,10.66666667,0.1167,21.33333333,22,NA,424
TJ_103_B_D,13,B,TJ_103,Lefthand,17,2.5,45.66666667,10.5,0.2019,21.66666667,22,5.04,92
TJ_103_B_G,62,B,TJ_103,Lefthand,17,NA,NA,NA,NA,NA,NA,6.66,704
TJ_104_1_C,84,B,TJ_104,Lefthand,17,NA,NA,NA,NA,NA,NA,7.55,605
TJ_104_B_A,4,G,TJ_104,Lefthand,17,3.166666667,49.66666667,10.66666667,0.1166,17.33333333,21.33333333,6.19,246
TJ_104_B_C,20,G,TJ_104,Lefthand,17,3,42,12.33333333,0.1722,25.66666667,22.33333333,7.33,467
TJ_104_B_F,52,B,TJ_104,Lefthand,17,2.916666667,47.16666667,10.83333333,0.1694,11,20,6.05,520
TJ_104_B_H,38,B,TJ_104,Lefthand,17,2.333333333,36,10,0.25895,28.66666667,19.83333333,4.96,292
TJ_104_B_J,52,B,TJ_104,Lefthand,17,2.5,43.66666667,8.5,0.1473,20.16666667,19.66666667,6.18,320
TJ_105_1_B,47,G,TJ_105,Lefthand,17,2.45,42.33333333,11.66666667,0.2193,26.5,20,5.06,246
TJ_105_B_A,28,G,TJ_105,Lefthand,17,2.483333333,41.66666667,13,0.2484,20.84,24.75,5.88,520
TJ_106_B_A,28,G,TJ_106,Lefthand,17,2.333333333,40,11,0.1276,19.83,20.17,5.63,184
TJ_107_2_A,1,B,TJ_107,Lefthand,17,NA,NA,NA,0.1877,19.83333333,20.16666667,5.81,292
