"","Pop","Dam","CorollaWidth","CorollaLength","PetalLength","Color","NectarAmt","NectarConc","Root","Fdate"
"1",1,"AM_146",0.839483127446911,0.382204230009017,0.295150826280589,-0.516290648799662,0.570911042521657,-0.398150980865974,0.151491082273899,-0.234403465697219
"3",1,"AM_146",1.02847245686741,-0.440593886749337,-0.605115927082119,-0.806816002876233,0.653791810283376,-0.747965970269534,0.013549365414722,-1.20925462774119
"4",1,"AM_146",2.07567563226131,-0.111376304496734,0.388251971379888,-0.0311885684130496,0.47322700602821,-0.398150980865974,1.16021962657411,-1.545161578391
"5",1,"AM_146",-0.841831311600916,0.480886211349965,0.00803411538856227,-0.885381773226679,-1.05194164078824,-0.398150980865974,0.0895323156321092,0.803351133237477
"6",1,"AM_149",1.7962530097061,0.875504602418617,-0.933782886694038,-0.193130096056407,-0.739554098507992,0.304058940101925,-0.198114465581653,-1.4637778929744
"7",1,"AM_150",0.349247939402855,-0.934679890562394,-0.933782886694038,-0.316948134520396,-2.5871754726588,0.392068864918784,-0.162504535205501,0.674711948130278
"8",1,"AM_150",-0.0230420360444128,-1.03353599764266,0.660246090033715,-0.643874061575309,-1.26130810938981,0.480129397697036,1.12962881627375,0.674711948130278
"9",1,"AM_150",0.522766410897074,-0.440593886749337,-0.499011867184571,-0.70382334914009,-0.60640153299252,-0.573168899989904,0.590880371384301,-0.464051706367597
"10",1,"AM_150",-0.557702809559148,0.612444980635835,-0.712906826644279,-0.915717922917556,-2.18909541173891,-0.222915810933691,1.10936986097606,-1.7362080649791
"11",1,"AM_151",0.611513520572868,-0.308890674337527,0.295150826280589,-0.353635870976542,0.213442465056876,0.392068864918784,0.393714789809894,0.410815489394867
"12",1,"AM_151",0.0171482434078429,0.612444980635835,-1.39853299880555,-0.811494436130392,-0.359468573919477,-0.310560329174932,0.980244391166964,-0.664024706249679
"14",1,"AM_153",0.886163339762415,1.00700601272885,-0.0904069254557428,-0.549526086088876,0.320216649230445,0.0403367034116309,0.278674580864374,-0.40023796652528
"15",1,"AM_153",0.522766410897074,0.34930775280831,-1.16213954415512,-0.4306262487105,0.00151888471259806,-0.222915810933691,1.02939152458292,-0.464051706367597
"16",1,"AM_153",1.02847245686741,1.20422337672293,-0.0904069254557428,-0.0582094448999312,-1.18939221334776,0.260073078512554,1.65074104010036,-0.299754529820642
"17",1,"AM_153",1.17430348985186,-1.09944748753846,-2.8745110309925,-0.543884406698964,-0.244320530934086,0.304058940101925,1.42505899022904,-1.4637778929744
"19",1,"AM_154",0.500790025412932,-0.226587173086874,-0.342899443529719,-0.616350468568684,-0.244320530934086,0.480129397697036,1.87782812244699,-0.717654486797908
"20",1,"AM_154",1.02847245686741,0.727542979637091,0.434335005303548,-0.585572504308019,-0.662597223222452,0.304058940101925,1.29566841107112,-1.01652157211263
"21",1,"AM_154",0.996549337466706,0.50281403193068,-0.291647704873178,-0.621682888975043,0.186103538680049,-0.398150980865974,0.980244391166964,-0.52414848039192
"22",1,"AM_154",0.160082593565114,0.875504602418617,0.00803411538856227,-0.0452656457088245,-0.542389725476004,-0.135217847342131,1.02939152458292,-1.14291034421585
"23",1,"AM_154",1.02847245686741,0.415099462707288,-1.04699280508835,-0.343920650163301,-0.393323268563544,0.128192467310955,1.01951116749197,-0.956035406986163
"24",1,"AM_154",1.74188542088758,0.612444980635835,1.17416895149119,-0.31004030494032,-0.342705237798337,0.0403367034116309,0.343968958213407,0.36336089792633
"25",1,"AM_155",-1.36976841288636,0.480886211349965,0.105080324626232,-0.027267282449693,0.0452258931248806,-0.835280519500459,0.653029660371222,-1.545161578391
"26",1,"AM_155",0.30667059669331,-0.275968264380238,1.00704560898059,-0.117859461395549,-0.986124163665897,-0.922538451604967,-0.316581848086119,-1.27807972693399
"27",1,"AM_155",-1.43232571555382,0.480886211349965,-0.712906826644279,-0.116182019282448,-0.393323268563544,-0.310560329174932,0.128132077501478,-1.4637778929744
"28",1,"AM_155",-0.141939123715914,0.717678014008227,-0.230650026829494,-0.713908443100029,-0.359468573919477,-0.398150980865974,0.0665688323733575,-0.183906423754337
"29",1,"AM_155",0.611513520572868,-0.506453715869312,1.33738430227916,-0.397344816167987,-0.0280127316949621,-0.922538451604967,-0.35068256850516,-0.107241900843887
"30",1,"AM_155",-0.910653490373062,-0.111376304496734,0.105080324626232,-0.763940603754664,-0.326049046255463,0.0403367034116309,-0.0312821024085657,-0.956035406986163
"33",1,"AM_156",0.793171933674804,-0.374739553427673,0.295150826280589,0.0955486643021838,0.801831209556358,0.21610001390807,1.59309000777091,-1.79802575008458
"34",1,"AM_156",1.02847245686741,0.54666803781595,0.295150826280589,-0.521729774981315,-0.662597223222452,-0.135217847342131,0.970490773662761,-0.40023796652528
"35",1,"AM_156",-0.0230420360444128,0.0860905642915749,1.17416895149119,-0.413472958906554,0.293898883314171,0.128192467310955,1.19105640045216,-0.464051706367597
"36",1,"AM_157",1.02847245686741,0.612444980635835,0.295150826280589,-0.427165903859527,0.320216649230445,-1.35796140646303,1.22214270458805,-1.7362080649791
"38",1,"AM_157",-1.17768123289679,-0.0455487938593522,-0.291647704873178,-0.647562944087223,0.779527031638324,-0.922538451604967,1.97746560820671,-0.40023796652528
"39",1,"AM_157",1.02847245686741,-0.506453715869312,0.434335005303548,0.171904378999367,0.247245604121558,-0.922538451604967,1.74477420456162,-1.78742221872732
"40",1,"AM_157",1.27356023448909,-0.341814436153962,0.570765890079438,-0.866577834710636,0.144586684658917,-0.485687321725053,1.97746560820671,-1.27807972693399
"41",1,"AM_157",-0.0230420360444128,0.480886211349965,0.480112179281905,-0.0564133264708606,1.30307429777893,-0.573168899989904,1.27451764916342,-1.61419424044063
"42",1,"AM_157",1.02847245686741,-0.0455487938593522,0.200772797628179,-1.07264081593936,-0.462393207239432,-0.922538451604967,2.04102252730915,-0.717654486797908
"43",1,"AM_157",0.0171482434078429,-0.539385707514846,-1.04699280508835,-0.865939228612199,0.280647789996625,-0.222915810933691,0.970490773662761,-0.717654486797908
"44",1,"AM_157",1.27356023448909,-0.934679890562394,-0.933782886694038,-1.01043438368408,-0.700776974191734,-1.27099407667027,4.7806692141257,-1.20925462774119
"45",1,"AM_158",-0.410038841560366,-0.243047202729004,-1.16213954415512,-0.591968271929953,0.630348376937166,-0.0474668682532624,-0.112044721004184,0.246539949798225
"46",1,"AM_158",0.0576234673891496,0.34930775280831,0.295150826280589,-0.533517681884261,-0.309498397614099,-0.573168899989904,-0.555016592588297,0.246539949798225
"47",1,"AM_158",1.52920158651669,-0.572319089043718,0.00803411538856227,0.86563473623135,-1.49189824264643,0.921178094024171,1.03929758420895,-1.37934571001413
"48",1,"AM_158",0.793171933674804,-0.308890674337527,-0.499011867184571,-0.238388801797983,0.346292944930724,0.128192467310955,0.883819567971395,-1.01652157211263
"49",1,"AM_158",0.180796123373492,-0.506453715869312,-0.933782886694038,-0.389071027353303,0.172333171689033,-0.135217847342131,1.96487425641026,-1.61419424044063
"51",1,"AM_159",0.566970481124393,-0.407666035729259,-0.0904069254557428,-1.30977514391426,-0.180712619453051,0.0403367034116309,-0.693082867071176,-0.570024900955416
"52",1,"AM_159",0.793171933674804,-0.0126370034523427,0.105080324626232,-0.527993876675168,-0.0956579374417948,-0.00357163131409219,0.0513406339335302,-1.912636317266
"53",1,"AM_159",0.098387335394731,-0.210127479949791,-0.499011867184571,-0.181978912273782,0.280647789996625,0.0403367034116309,0.538424225094505,-0.664024706249679
"55",1,"AM_160",-0.557702809559148,1.89416719283811,-0.499011867184571,-0.656400971019131,-1.31054310159684,-0.222915810933691,1.8167958684642,-1.61419424044063
"56",1,"AM_160",0.139443609512945,1.17135668089108,-0.0904069254557428,-0.697345526239187,-0.427626722795236,1.18639120070306,1.69747759824559,-1.14291034421585
"57",1,"AM_160",0.349247939402855,1.20422337672293,0.295150826280589,-0.732440498227698,0.144586684658917,0.568240153760979,1.48026999183873,-1.85317307910237
"59",1,"AM_160",0.43535661332108,0.0202734832817014,-0.0904069254557428,-1.2435711044646,-0.479954744754877,-0.222915810933691,1.11948593217593,-1.7362080649791
"60",1,"AM_161",0.139443609512945,0.480886211349965,-0.605115927082119,-0.460306953677072,-0.515444145137706,0.832870097127386,0.752833076854963,-1.01652157211263
"62",1,"AM_161",-0.181025222395591,0.480886211349965,-0.712906826644279,-0.603622648030029,-0.072921037345761,-1.35796140646303,1.74477420456162,-0.956035406986163
"63",1,"AM_162",-0.334727766635062,-0.111376304496734,0.00803411538856227,-0.0113163120077923,-0.986124163665897,-0.398150980865974,0.951058420402035,-0.664024706249679
"64",1,"AM_162",-0.557702809559148,0.74398434903011,0.921955611720685,0.313780729218222,-2.32617075893536,0.524178520639325,0.402071662355137,-0.299754529820642
"65",1,"AM_162",0.933217949101551,-0.308890674337527,0.295150826280589,-0.146368578412112,-0.276707519681536,0.480129397697036,0.855365029008564,0.410815489394867
"66",1,"AM_163",1.02847245686741,0.74398434903011,0.835811204998451,-0.549930687098254,-0.643724680090801,0.480129397697036,1.68574142027373,-1.01652157211263
"67",1,"AM_163",1.27356023448909,-0.308890674337527,0.480112179281905,-0.6075489746373,0.0161656173888862,-1.09688248644574,0.503861342068399,-0.183906423754337
"68",1,"AM_163",1.02847245686741,0.74398434903011,-1.2792944598787,-0.568367644093244,-0.0280127316949621,-2.2242590010861,1.53627345843461,-1.78742221872732
"70",1,"AM_163",1.58166991448874,-0.374739553427673,-0.0904069254557428,-0.878834556888312,-0.260464271935749,0.568240153760979,1.04922946643413,-1.85317307910237
"71",1,"AM_164",0.566970481124393,0.0531826695121059,0.570765890079438,-0.906121480988958,0.734415456103372,-0.747965970269534,0.495270827402556,-0.717654486797908
