Pop,Dam,CorollaWidth,CorollaLength,PetalLength,Color,NectarAmt,NectarConc,Root,Fdate
5,AM_065,3.233333333,42.33333333,9.333333333,0.0989,28.83333333,21.16666667,4.04,233
5,AM_067,2.866666667,45.83333333,11.33333333,0.216,26.5,21.33333333,6.3,309
5,AM_067,3.083333333,43.33333333,13.33333333,0.8642,25.66666667,21.16666667,6.27,392
5,AM_068,3.2,31.26666667,12.5,0.1848,39.83333333,19.66666667,4.9,142
5,AM_068,3.533333333,46.83333333,13.66666667,0.1671,22,15.5,6.25,507
5,AM_068,3.033333333,38.83333333,10.66666667,0.0708,35.66666667,20.66666667,3.97,102
5,AM_068,2.466666667,32.66666667,10.5,0.126,35,21,3.6,433
5,AM_132,3.166666667,41.16666667,11.83333333,0.1463,33,21,6.13,320
5,AM_132,2.583333333,41.33333333,9.333333333,0.0776,22.83333333,19.16666667,5.22,246
5,AM_132,NA,NA,NA,NA,NA,NA,5.97,719
5,AM_135,3,41,13.83333333,0.1175,27.33333333,20.66666667,6.71,593
5,AM_136,NA,NA,NA,NA,NA,NA,10.12,718
5,AM_136,3.033333333,43.66666667,13,0.6267,24,17.5,8.33,635
5,AM_136,NA,NA,NA,NA,24,19,9.2,734
5,AM_138,3.3,42.33333333,14.5,0.335,28.75,17.5,8.62,575
5,AM_139,2.75,41.33333333,10.83333333,0.2814,21,20,6.17,352
5,AM_139,3.5,42.83333333,16,NA,NA,NA,7.59,682
5,AM_139,2.333333333,44.66666667,12,0.0524,19,21,4.67,57
5,AM_139,2.533333333,44.83333333,13.5,0.0886,25,20.66666667,6.88,445
5,AM_139,2.833333333,41.66666667,10.33333333,NA,28,19.5,6.79,424
5,AM_141,3.033333333,44.66666667,8.666666667,0.1158,16.125,19.5,5.89,112
5,AM_142,NA,NA,NA,0.1056,15.66666667,21.66666667,NA,507
5,AM_144,3.133333333,40.33333333,11.16666667,0.1149,12,20.83333333,7.55,520
5,AM_144,2.833333333,41,10.16666667,0.0406,33.5,21.16666667,6.17,92
6,TJ_193,2.666666667,42.16666667,11.16666667,0.1881,20.16666667,21.16666667,5.08,43
6,TJ_193,2.333333333,43.33333333,12.5,0.2354,NA,NA,6.06,334
6,TJ_193,2.4,45,13.33333333,0.2068,25,20.5,7.64,559
6,TJ_194,2.85,46.33333333,13,0.0983,NA,NA,6.12,528
6,TJ_194,2.566666667,54,11.66666667,0.1348,21.33333333,19.5,6.04,421
6,TJ_194,3.333333333,52.16666667,10.5,0.1348,21.16666667,21.16666667,4.81,142
6,TJ_194,2.666666667,47.83333333,9.833333333,0.4193,NA,NA,5.98,309
6,TJ_194,2.4,45,10.16666667,0.2002,20.66666667,18.33333333,NA,367
6,TJ_194,3.033333333,48.66666667,11.5,0.134,29,19,4.76,142
6,TJ_194,3.016666667,46.66666667,13.66666667,0.1185,23.25,17.25,NA,161
6,TJ_194,2.75,50.83333333,11,0.205,19.5,20.66666667,5.12,246
6,TJ_201,2.9,48.83333333,11.66666667,0.3034,NA,NA,NA,638
6,TJ_201,2.416666667,36.66666667,8.166666667,0.2074,34.5,17,7.7,221
6,TJ_202,2.666666667,47.5,9,0.2418,21.16666667,21.33333333,5.36,194
6,TJ_202,NA,NA,NA,NA,11.5,19,7.73,719
6,TJ_202,2.9,47.33333333,10,0.0911,23,21.66666667,5.58,221
6,TJ_202,2.75,49.5,8.833333333,0.1534,21.83333333,22.5,5.72,334
6,TJ_202,2.666666667,39.33333333,7.833333333,0.0552,10.66666667,22.66666667,6.33,194
6,TJ_202,2.583333333,46.5,7.5,0.1163,24.83333333,18,6.69,161
6,TJ_204,3.1,51.33333333,10.5,0.2093,26,20.16666667,6.41,233
6,TJ_210,2.966666667,52.66666667,13,0.1155,26.83333333,18.66666667,5.83,424
6,TJ_210,NA,NA,NA,NA,NA,NA,7.94,651
6,TJ_210,2.833333333,57.66666667,10.66666667,0.2821,19.83333333,18.5,5.07,102
6,TJ_210,2.9,52,9,NA,33,17.66666667,8.09,559
6,TJ_210,NA,NA,NA,NA,16,20.5,9.2,736
6,TJ_210,NA,NA,NA,NA,NA,NA,8.06,682
6,TJ_210,3.1,51.66666667,11.66666667,0.2505,29.16666667,19.16666667,7.29,401
6,TJ_210,3.133333333,43.16666667,10.16666667,0.2537,NA,NA,7.14,593
6,AM_098,2.45,45.33333333,10.16666667,0.5601,27,20.33333333,6.89,161
6,AM_098,2.633333333,45,11,0.424,19,21.33333333,5.44,194
6,AM_099,NA,NA,NA,NA,NA,NA,8.75,737
6,AM_100,3.533333333,47.83333333,12.66666667,0.1419,16.25,21.25,7.28,614
6,AM_100,2.708333333,45.66666667,10.66666667,0.1167,19.5,19.16666667,7.15,382
6,AM_101,2.266666667,41.5,10.5,0.3162,16.5,21,6.72,246
6,AM_101,3.066666667,45.83333333,9.5,0.1336,22,20.75,9.44,489
6,AM_101,NA,NA,NA,NA,NA,NA,10.72,731
6,AM_101,NA,NA,NA,0.1292,13.25,17.75,7.11,489
6,AM_101,2.416666667,41.83333333,11.66666667,0.2861,12.5,22.5,6.82,102
6,AM_101,NA,NA,NA,NA,NA,NA,6.32,646
6,AM_101,3.05,44.33333333,9.333333333,NA,19,19,7.97,610
6,AM_101,2.616666667,40.16666667,11,0.2211,17,19,7.27,605
6,AM_101,2.766666667,43.16666667,10,0.1815,13.16666667,21.5,7.1,553
6,AM_102,2.45,35.33333333,9.583333333,0.1007,26,20.33333333,5.49,401
6,AM_102,3.666666667,47.66666667,10.33333333,0.3803,21.5,21,5.71,57
6,AM_102,NA,NA,NA,NA,NA,NA,9.5,662
6,AM_102,3,50.33333333,13.33333333,0.3818,27.33333333,18.66666667,5.09,194
6,AM_102,NA,NA,NA,0.2357,19,19.5,6.99,507
6,AM_103,3.166666667,41.66666667,10,NA,NA,NA,8.24,617
6,AM_103,2.85,33.33333333,7.666666667,NA,NA,NA,9.08,651
6,AM_103,2.85,43.33333333,9.833333333,0.1275,22,19.5,6.45,547
6,AM_103,NA,NA,NA,NA,NA,NA,7.52,682
6,AM_103,NA,NA,NA,0.0932,19,17.83333333,4.66,246
6,AM_103,NA,NA,NA,0.1286,10.75,10.75,4.08,320
6,AM_105,NA,NA,NA,0.1146,17.33333333,18.33333333,5.06,559
6,AM_105,NA,NA,NA,0.0993,13.83333333,19.33333333,6.97,570
6,AM_107,2.91,42.6,12,0.1631,26.33333333,19,6.37,292
6,AM_107,NA,NA,NA,NA,NA,NA,8.46,695
6,AM_107,3.333333333,38,12,0.1282,19,19.66666667,6.42,537
6,AM_107,3,41,12.5,0.1754,26.75,20,7.36,320
6,AM_107,3.3,39,10,0.1912,22.75,16.75,7.93,680
6,AM_107,NA,NA,NA,0.1288,22.5,20.66666667,NA,537
6,AM_107,2.933333333,45.33333333,10.16666667,0.08435,17.83333333,20.5,5.58,267
6,AM_107,2.55,46,11,0.1115,14.66666667,19.5,4.32,292
6,AM_107,3.125,48.5,9.75,0.2436,21.5,20.5,7.02,142
6,AM_107,2.583333333,43.33333333,10.66666667,0.0819,13.66666667,17,6.04,112
6,AM_107,NA,NA,NA,NA,NA,NA,7.94,725
6,AM_107,2.866666667,47,7.333333333,0.1535,22.83333333,18.83333333,6.75,292
6,AM_107,NA,NA,NA,0.185,NA,NA,7.96,697
6,AM_107,2.9,47.66666667,9,0.1127,22.33333333,21.83333333,6.04,57
6,AM_107,2.5,38.33333333,9.916666667,0.1203,14.5,23,7.47,334
6,AM_107,NA,NA,NA,0.0501,31.83333333,19.83333333,7.35,507
6,AM_107,NA,NA,NA,0.1912,16.5,21.5,9.04,575
6,AM_108,3.2,45,9.5,0.3249,NA,NA,5.68,267
6,AM_108,NA,NA,NA,NA,NA,NA,7.12,NA
6,AM_108,2.983333333,41,9.666666667,0.1498,10.66666667,17.5,6.22,267
6,AM_108,2.916666667,45.33333333,8,0.3817,34.16666667,15,5.99,78
6,AM_108,2.916666667,44.66666667,11.83333333,0.32,24.75,19.625,5.29,67
6,AM_108,3.033333333,43,10.16666667,0.4835,24.7,17.3,6.14,25
6,AM_108,3.166666667,46.33333333,8.666666667,0.2084,16,18,5.79,410
6,AM_110,3.066666667,39,13,NA,8.5,17.5,8.48,NA
6,AM_110,2.416666667,41.66666667,9,0.1636,13.16666667,20.33333333,6.56,410
6,AM_110,2.5,37.5,9.833333333,0.3398,8.333333333,17,5.67,16
6,AM_110,2.75,42.16666667,8.5,0.2778,21,20.66666667,5.9,57
6,AM_110,2.5,42,11.83333333,0.0854,12.5,20.33333333,7.51,401
6,AM_110,2.566666667,39.83333333,7.5,NA,6,27.5,8.54,547
6,AM_110,2.916666667,38.83333333,9.916666667,NA,NA,NA,8.4,655
6,AM_110,2.783333333,39,11,0.149,11.75,21,6.12,20
6,AM_110,3.033333333,47.66666667,11,0.1176,14,20.83333333,5.04,267
6,AM_110,2.916666667,47.83333333,10,0.1154,12,21.16666667,7.2,477
6,AM_110,2.833333333,40.83333333,10.5,0.0791,14.5,18.5,4.43,20
6,AM_110,2.866666667,48.5,11.66666667,0.1266,14,20,7.11,638
6,AM_110,2.883333333,39.91666667,7.833333333,NA,21.125,17.375,9.33,632
6,AM_110,NA,NA,NA,0.1407,10.75,19.75,7.81,617
6,AM_110,3.2,41.5,12,0.2763,20,19.66666667,5.46,292
6,AM_110,2.816666667,42.66666667,11.33333333,0.1833,18,20.66666667,6.17,334
6,AM_110,2.7,43,12.66666667,0.1608,18.83333333,21.16666667,5.78,267
6,AM_110,2.483333333,41,11.66666667,0.0906,28.16666667,16.16666667,5.1,267
6,AM_110,2.466666667,40,8.666666667,0.1309,12.33333333,18.33333333,5.4,477
6,AM_111,2.483333333,45.66666667,11.5,0.1187,20.33333333,20.25,4.86,161
6,AM_111,3,45.33333333,10,NA,35,19.66666667,4.98,142
6,AM_111,2.583333333,44.33333333,11,0.1084,15,22.5,5.34,194
6,AM_111,NA,NA,NA,0.1133,9.25,24.5,6.77,456
6,AM_111,3,43.33333333,9,0.1083,34.16666667,19.16666667,5.36,281
6,AM_111,NA,NA,NA,0.1091,20.66666667,17.66666667,6.81,334
6,AM_111,2.666666667,43.66666667,12,0.201,16.16666667,20.16666667,4.95,142
6,AM_111,2.8,45.66666667,9,0.1999,17.33333333,20.33333333,6.11,334
6,AM_111,3.166666667,43.33333333,8.666666667,0.226,17,22.5,5.69,281
6,AM_115,NA,NA,NA,NA,NA,NA,8.64,734
6,AM_115,3.3,45.66666667,8.833333333,0.3857,9.833333333,21.16666667,7.05,507
6,AM_115,3.133333333,46,12,0.2349,18.5,21.5,8.23,617
6,AM_115,3.1,37,10.5,0.2214,5.5,21.5,8.44,547
7,AM_229,NA,NA,NA,0.1958,17.5,22.66666667,4.14,212
7,AM_230,2.883333333,44,10.33333333,NA,25.25,17,5.41,704
7,AM_230,NA,NA,NA,0.0716,12.66666667,17.83333333,4.86,433
7,AM_231,2.766666667,34.83333333,10.16666667,0.1,27.16666667,18.83333333,4.18,382
7,AM_233,3.1,41.66666667,10.66666667,NA,NA,NA,NA,627
7,AM_234,NA,NA,NA,NA,NA,NA,9.33,706
7,AM_234,NA,NA,NA,NA,21.5,18,6.39,547
7,AM_234,NA,NA,NA,NA,NA,NA,10.7,716
7,AM_235,NA,NA,NA,NA,NA,NA,7.36,686
7,AM_236,2.175,42,12.25,0.3766,30.75,18,5.23,267
7,AM_237,NA,NA,NA,NA,NA,NA,6.5,677
7,AM_238,3.133333333,36.5,10.16666667,0.265,22.25,20.5,4.86,489
7,AM_238,2.85,43.33333333,9.666666667,0.1327,33,18.75,NA,456
7,AM_238,2.9,43,8.333333333,0.1352,32.33333333,20.16666667,6.04,292
7,AM_238,3.4,47.33333333,10,0.0948,18,20.16666667,5.63,142
7,AM_238,3.1,38.83333333,10,0.0928,19.83333333,21.66666667,4.78,292
7,AM_240,2.5,46,8.666666667,0.1486,24.5,19.5,6.02,16
7,AM_240,3.066666667,41.33333333,7,0.1496,27.25,17.5,5.3,161
7,AM_241,3.05,41.5,9.3,NA,NA,NA,6.92,623
7,AM_241,NA,NA,NA,NA,19.25,18.5,10.42,709
7,AM_241,2.95,46.83333333,10.83333333,0.1675,30.5,21.75,6.55,417
7,AM_242,2.75,48,11.66666667,0.149,26.16666667,18.83333333,5.49,142
7,AM_243,3.166666667,49.33333333,10,0.1203,13.66666667,22.33333333,5.57,392
7,AM_243,NA,NA,NA,NA,NA,NA,7.86,697
7,AM_243,3.266666667,43.33333333,11.66666667,NA,16.5,21,5.63,520
7,AM_243,3.1,47,10.83333333,0.1191,29.66666667,18.16666667,7.53,467
7,AM_244,NA,NA,NA,NA,NA,NA,7.63,655
7,AM_244,3.533333333,47.66666667,8.833333333,0.0868,25.16666667,20.33333333,5.84,161
7,AM_244,2.666666667,47.33333333,9.666666667,0.0642,32.83333333,18.33333333,5.69,233
7,AM_244,2.566666667,41,9,NA,NA,NA,8.17,662
7,AM_245,2.933333333,50.33333333,8.333333333,0.0475,3,22.5,5.71,467
7,AM_246,3.666666667,52.33333333,9.5,0.1301,NA,NA,8.19,627
7,AM_246,NA,NA,NA,NA,NA,NA,9.62,740
7,AM_246,2.716666667,40.66666667,8.166666667,NA,NA,NA,7.82,559
7,AM_246,NA,NA,NA,NA,NA,NA,10.44,662
7,AM_246,3.533333333,49.83333333,10,0.0972,11,20.16666667,5.27,194
7,AM_248,3.133333333,36,8.333333333,NA,29,17.25,8.95,593
7,AM_251,2.783333333,41.33333333,12.66666667,0.095,15.16666667,22,4.96,67
7,AM_252,3,45,9.333333333,0.0715,26.33333333,20.83333333,7.02,309
8,TJ_250,2.35,41.66666667,10.33333333,4,33.33333333,20.33333333,5.46,78
8,TJ_250,2.933333333,36,7.166666667,4,44.5,19,5.09,433
8,TJ_250,2.65,40.66666667,10.5,4,25.25,21.625,5.23,334
8,TJ_250,3.033333333,38.5,8,3.4203,23.25,16.875,5.5,124
8,TJ_250,NA,NA,NA,4,24.16666667,23.33333333,6.63,445
8,TJ_250,3.1,35.66666667,5.5,4,28.5,21,NA,246
8,TJ_250,2.666666667,37.66666667,7.416666667,4,37.5,21.16666667,5.36,382
8,TJ_250,2.75,43.33333333,9,4,27.16666667,20.83333333,5.49,489
8,TJ_250,2.833333333,31.83333333,7.5,3.4001,13.5,17.33333333,4.98,221
8,TJ_253,NA,NA,NA,4,24.16666667,19.5,7.98,467
8,TJ_253,NA,NA,NA,4,19,21.75,7.28,583
8,TJ_253,NA,NA,NA,NA,NA,NA,8.7,723
8,TJ_253,3.033333333,47,9,4,17.16666667,20.16666667,5.75,112
8,TJ_258,NA,NA,NA,NA,NA,NA,6.75,719
9,TJ_124,4.066666667,30.5,9.333333333,4,48,24,7.56,456
9,TJ_125,4.4,36,9.333333333,4,35.75,21.25,7.78,477
9,TJ_125,4.333333333,36.33333333,10.16666667,4,116.5,17,5.62,334
9,TJ_125,NA,NA,NA,NA,NA,NA,6.51,709
9,TJ_125,3.833333333,34.83333333,12,4,67.66666667,21.33333333,6.49,352
9,TJ_125,4.433333333,36.66666667,11.33333333,4,103.8333333,17.16666667,6.16,401
9,TJ_125,4.333333333,37.58333333,10.83333333,NA,82.75,17.25,7.53,528
9,TJ_125,4.266666667,47,14.33333333,4,56,19,6.19,553
9,TJ_126,3.966666667,38,13,4,57.75,19.5,5.9,194
9,TJ_127,3.9,32.5,12,4,NA,NA,7.28,610
9,TJ_127,4.166666667,36.66666667,13.33333333,4,NA,NA,7.46,382
9,TJ_129,4.033333333,29.66666667,7.333333333,4,42.75,19.25,6.58,292
9,TJ_129,4.1,37,11,4,73.33333333,19,5.66,49
9,TJ_129,4.333333333,34.16666667,9.5,4,31.25,21.25,5.52,352
9,TJ_129,4.033333333,35.33333333,10.33333333,4,111.1666667,20,4.87,281
9,TJ_129,4.9,40,13,NA,NA,NA,8.4,610
9,TJ_129,3.566666667,32.66666667,10.5,4,38.33333333,18,NA,161
9,TJ_129,4,35.16666667,12,4,85.5,22.5,6.64,401
9,TJ_129,NA,NA,NA,NA,NA,NA,8.75,745
9,TJ_129,4.066666667,30.66666667,9.666666667,4,66.16666667,23.83333333,7.01,367
9,TJ_129,3.95,41.33333333,9.666666667,NA,NA,NA,7.3,686
9,TJ_129,3.666666667,33.83333333,9.5,NA,59.75,17.5,6.71,593
9,TJ_129,4.8,34,22.66666667,4,31.16666667,25.66666667,5.32,352
9,TJ_133,NA,NA,NA,4,74.33333333,20,7.19,367
9,TJ_133,3.75,33.83333333,11,4,NA,NA,5.97,537
9,TJ_134,4.3,31,15,4,55,20,6.62,401
9,TJ_142,NA,NA,NA,NA,NA,NA,9.99,686
9,TJ_143,4.033333333,43,12,4,67.75,21.75,5.64,92
9,TJ_143,3.833333333,36.5,11.66666667,4,22.5,13,4.09,67
10,TJ_147,2.683333333,44,11.66666667,1.1896,18.5,17.5,4.39,161
10,TJ_147,2.75,38.66666667,10.16666667,1.7376,30.33333333,17.16666667,3.68,16
10,TJ_147,2.583333333,36.16666667,9.166666667,0.4936,17.5,20.83333333,3.85,36
10,TJ_147,2.833333333,44.33333333,12,0.7727,16,19.66666667,5.32,142
10,TJ_147,2.866666667,41.33333333,11.5,1.3267,26.66666667,17,4.97,49
10,TJ_147,2.966666667,42.66666667,9.5,0.7179,32.66666667,14.83333333,7.52,367
10,TJ_147,2.416666667,43.16666667,12.5,0.7509,20.33333333,17.83333333,6.68,246
10,TJ_147,2.75,43.16666667,12.16666667,0.8374,40.75,14.83333333,5.31,184
10,TJ_147,2.583333333,40.66666667,9,1.4418,22.16666667,18,3.85,267
10,TJ_147,2.533333333,44,10,1.0544,29.25,19.5,6.02,553
10,TJ_148,2.166666667,39.83333333,7.333333333,0.4812,9.666666667,23.83333333,5.12,184
10,TJ_149,2.25,38.33333333,9.5,0.5556,25.25,21.16666667,5.28,31
10,TJ_150,2.733333333,44,9.5,1.1018,24.83333333,20.5,4.87,246
10,TJ_151,2.783333333,40,8.5,1.6339,17.83333333,21.33333333,5.36,142
10,TJ_151,NA,NA,NA,1.7642,16.16666667,25.66666667,7.6,655
10,TJ_154,2.75,45.33333333,8.5,2.4162,12.83333333,18.5,4.98,78
10,TJ_155,2.75,41.16666667,10.16666667,1.9068,18.33333333,16.16666667,5.81,11
10,TJ_155,2.566666667,22.33333333,6,0.2564,3.5,23.33333333,5.48,292
10,TJ_156,2.5,40.16666667,10,0.93,16,16.5,4.68,15
10,TJ_159,2.9,38,6.5,2.0362,10.5,16,8.53,686
10,TJ_159,NA,NA,NA,0.8187,25,17,5.39,520
10,TJ_159,2.416666667,43.66666667,8.5,1.1816,26.83333333,20.5,4.6,445
10,TJ_161,2.416666667,41.5,12.16666667,0.9197,15,20.66666667,5.12,367
10,TJ_161,2.666666667,42.66666667,10.66666667,1.2938,20.75,16.25,5.41,161
10,TJ_161,2.8,41,12,1.7967,15.5,20.83333333,7.39,520
10,TJ_161,2.583333333,37.83333333,11.16666667,1.2869,NA,NA,NA,124
10,TJ_162,2.433333333,40.66666667,11.66666667,1.3519,29,17.66666667,5.69,292
10,TJ_162,2.5,40.83333333,9,1.2605,16.66666667,18.16666667,5.08,124
10,TJ_162,NA,NA,NA,2.0528,12.16666667,21.16666667,5.87,382
10,TJ_163,2.75,48.33333333,10.66666667,0.8431,28.5,19.66666667,5.03,7
10,TJ_164,2.916666667,45.16666667,9.5,0.34,16.33333333,21,4.66,57
10,TJ_165,2.416666667,38.83333333,10.16666667,1.4655,27.5,19.33333333,6.44,161
10,TJ_165,2.583333333,44.33333333,9.5,0.9975,10.33333333,21.66666667,6.71,320
10,TJ_165,2.55,41,10.33333333,0.5549,24.5,23.83333333,NA,78
11,TJ_169,3.875,30.25,11,4,40,17.5,8.88,334
11,TJ_169,3.966666667,28.66666667,10.5,4,51.83333333,22.16666667,5.62,43
11,TJ_169,3.666666667,30.66666667,14,4,40.5,25.83333333,6.76,575
11,TJ_169,NA,NA,NA,NA,NA,NA,NA,92
11,TJ_169,3.533333333,27,11,4,75,22.75,5.04,NA
11,TJ_170,NA,NA,NA,NA,NA,NA,7.72,623
11,TJ_170,4.733333333,35,13.5,4,86.66666667,17.66666667,6.15,212
11,TJ_172,4.133333333,34.33333333,17.33333333,4,86.5,12.5,8.88,4
11,TJ_174,NA,NA,NA,4,40,19.5,7.57,587
11,TJ_174,3.666666667,30.66666667,10.66666667,4,51.25,16,7.83,467
11,TJ_174,NA,NA,NA,NA,NA,NA,8.26,3
11,TJ_176,3.666666667,32.33333333,16,4,87,19.66666667,5.68,194
11,TJ_176,4.466666667,30,15.66666667,4,79.33333333,21.5,6.4,161
11,TJ_176,NA,NA,NA,NA,NA,NA,11.08,605
11,TJ_176,NA,NA,NA,NA,NA,NA,9,646
11,TJ_179,3.233333333,35.33333333,12.5,4,54.33333333,19.83333333,4.84,184
11,TJ_179,3.416666667,31.83333333,11.16666667,4,51.2,21.7,5.71,43
11,TJ_179,NA,NA,NA,NA,NA,NA,8.27,695
11,TJ_179,NA,NA,NA,4,29.75,26.5,5.93,507
11,TJ_179,3.9,31.5,12,4,43,24,5.25,112
11,TJ_181,3.866666667,30.66666667,14,4,120.5,17.5,5.32,281
11,TJ_181,3.716666667,29.33333333,12.66666667,4,81,22.16666667,4.6,43
11,TJ_183,3.6,29.75,8.75,4,74.83333333,20.5,6.26,281
11,TJ_185,3.366666667,30,12.33333333,4,60.5,23.5,6.91,352
11,TJ_185,3.833333333,30.83333333,12.5,4,63.83333333,21.66666667,5.59,5
11,TJ_185,4.966666667,31.66666667,13.33333333,4,40,16,8.74,5
11,TJ_190,NA,NA,NA,NA,41,22.5,7.71,668
11,TJ_190,3.583333333,29.66666667,10.83333333,4,27.5,19.25,6.12,124
11,TJ_190,3.366666667,30,14,4,42.5,20.5,6.37,142
11,TJ_190,4.233333333,36.5,10.5,4,69.16666667,18.5,5.41,367
