"","Dam","Pop","CorollaWidth","CorolLalength","PetalLength","Color","NectarAmt","NectarConc"
"135","TJ_176",11,-2.25441106703644,-2.25396610691766,2.5900193833585,2.45876470320195,3.09600529452464,0.436855612885454
"136","TJ_179",11,-1.31274413094807,-1.91295737680723,0.77172375982023,2.45876470320195,1.42788381824473,1.72762256452968
"137","TJ_181",11,-1.83513685602525,-2.48508232289619,1.48978337364362,2.45876470320195,3.61122185414829,0.0454616071506351
"138","TJ_183",11,-1.49417249603453,-2.53461028143598,-1.10431970464343,2.45876470320195,2.80401694611866,0.392068864918784
"139","TJ_185",11,-2.17035479056279,-2.31996982035492,1.19834451038186,2.45876470320195,1.94290050428137,0.34301969051668
"140","TJ_190",11,-1.68681832010856,-2.07817298595474,0.67140156960426,2.45876470320195,1.40217479112963,0.229189923352649
"141","TJ_193",6,1.13999675390735,0.18477560400555,0.992079964514963,-0.30069349708859,-0.0291084961270185,0.568339869350148
"142","TJ_194",6,0.195982023808456,1.25745655721913,0.49244821595663,-0.438027298696974,-0.0422464802131971,-0.228513282528248
"143","TJ_201",6,0.625259099222339,0.035861978959425,-0.429844466060587,-0.183157721245539,0.878623651333479,-1.44486906003293
"144","TJ_202",6,0.450663759856406,0.684521214336231,-1.21418945005319,-0.619177155910186,-0.449467659383645,0.585736124354567
"145","TJ_204",6,-0.484355990040914,1.7299384796548,0.00803411538856227,-0.301114922912034,0.267334313202455,0.21610001390807
"146","TJ_210",6,-0.221336489705424,1.74921534539537,0.195728400257854,-0.279216763043851,0.13294677748793,-0.44982762452913
"147","TJ_250",8,0.277837365973592,-0.869102494545598,-1.61615991878755,2.41209638331053,0.392605139797613,0.21969823106311
"148","TJ_253",8,-0.334727766635062,0.875504602418617,-0.933782886694038,2.45876470320195,-0.264781236866391,0.378204308820196
"149","TJ_258",8,NA,NA,NA,NA,NA,NA
