pop,dam,Corollawidth,Corollalength,Petallength,color492,nectaramt,nectarconc,Root,fdate,ln_Corollawidth,ln_Corollalength,ln_Petallength,ln_color_adj,ln_nectaramt,ln_nectarconc,ln_Root,ln_fdate
13,AM_014,2.833333333,39.66666667,10.33333333,0.1588,27.5,20.16666667,6.79,309,1.041453875,3.680511205,2.335374915,-4.254683325,3.314186005,3.004031077,1.915450942,5.075173815
13,AM_014,NA,NA,NA,NA,15.25,21,6.93,662,NA,NA,NA,NA,2.724579503,3.044522438,1.935859813,6.363028104
13,AM_014,2.416666667,39.5,10.16666667,0.1195,18,18,4.2,334,0.88238918,3.676300672,2.319114395,-4.481322774,2.890371758,2.890371758,1.435084525,5.153291594
13,AM_014,2.416666667,43.16666667,10,0.176,13,19,7.63,528,0.88238918,3.765068593,2.302585093,-4.125208044,2.564949357,2.944438979,2.032087845,5.916202063
13,AM_015,NA,NA,NA,0.1982,20.16666667,21.83333333,5.08,367,NA,NA,NA,-4.305509491,3.004031077,3.083437854,1.625311262,6.192362489
13,AM_015,2.483333333,50,9.333333333,0.1927,23.33333333,20.66666667,4.43,334,0.909601744,3.912023005,2.233592221,-4.014525263,3.149882953,3.028522097,1.488399584,6.146329258
13,AM_015,NA,NA,NA,NA,NA,NA,7.91,662,NA,NA,NA,NA,NA,NA,2.068127782,6.556778356
13,AM_015,2.95,44.66666667,9.666666667,0.3001,19.83333333,19.5,5.45,456,1.08180517,3.799227511,2.268683541,-3.798894233,2.987364024,2.970414466,1.695615609,5.613128106
13,AM_015,2.816666667,42,10.33333333,0.2035,NA,NA,5.47,507,1.035554153,3.737669618,2.335374915,-4.166608083,NA,NA,1.699278616,6.376726948
13,AM_015,NA,NA,NA,0.2122,6.5,20.5,7.04,635,NA,NA,NA,-4.066550617,1.871802177,3.020424886,1.95160817,6.289715571
13,AM_016,NA,NA,NA,NA,22.16666667,20,8.33,575,NA,NA,NA,NA,3.098589659,2.995732274,2.119863456,6.120297419
13,AM_016,2.5,50.16666667,10.33333333,0.0693,23.33333333,19.83333333,5.63,433,0.916290732,3.915350796,2.335374915,-5.095616393,3.149882953,2.987364024,1.728109442,5.525452939
13,AM_016,3.166666667,43.83333333,9.166666667,0.1823,21.25,21.5,6.29,559,1.15267951,3.780394563,2.215573716,-4.186007747,3.056356895,3.068052935,1.838961071,6.03787092
13,AM_016,2.666666667,44,10.66666667,0.0999,21.5,19.16666667,5.81,194,0.980829253,3.784189634,2.367123614,-4.90464432,3.068052935,2.953172659,1.759580571,4.65396035
13,AM_016,2.366666667,44,14.33333333,0.0714,16.25,18.5,5.62,553,0.861482496,3.784189634,2.662587827,-5.076748205,2.788092909,2.917770732,1.726331664,6.013715156
13,AM_016,NA,NA,NA,0.2804,25.33333333,19.5,5.03,424,NA,NA,NA,-3.656256046,3.232121051,2.970414466,1.615419984,5.484796933
13,AM_016,2.5625,50.875,11,0.0974,20.33333333,18,7.37,320,0.940983344,3.929371644,2.397895273,-4.841531945,3.012261575,2.890371758,1.997417706,5.099866428
13,AM_016,2.883333333,47.66666667,11.33333333,0.0708,29.83333333,21,5.87,184,1.058947032,3.864232342,2.427748236,-5.161714272,3.395626337,3.044522438,1.769854634,5.840641657
13,AM_016,2.35,38.5,9.5,0.3148,28.33333333,18.83333333,4.64,161,0.854415328,3.650658241,2.251291799,-3.536566876,3.344038968,2.935628349,1.534714366,4.465908119
13,AM_016,NA,NA,NA,NA,23,19,4.99,489,NA,NA,NA,NA,3.135494216,2.944438979,1.60743591,5.736572297
13,AM_016,NA,NA,NA,NA,NA,NA,9.26,729,NA,NA,NA,NA,NA,NA,2.225704049,6.533788838
13,AM_017,NA,NA,NA,NA,13,19.5,8.75,627,NA,NA,NA,NA,2.564949357,2.970414466,2.1690537,6.274762021
13,AM_017,3,49.5,11.33333333,0.1147,23.83333333,20.16666667,6.47,367,1.098612289,3.90197267,2.427748236,-4.739344354,3.171085161,3.004031077,1.867176109,5.252273428
13,AM_017,2.95,42.66666667,9.833333333,0.1675,17.83333333,20,6.14,489,1.08180517,3.753417975,2.285777975,-4.351644359,2.881069365,2.995732274,1.814824742,5.736572297
13,AM_017,2.475,45,9.25,NA,17,21.66666667,8.57,646,0.906240396,3.80666249,2.224623552,NA,2.833213344,3.075774981,2.148267733,6.320768294
13,AM_017,2.666666667,50.33333333,10.5,0.1282,19.375,18.75,5.99,433,0.980829253,3.918667548,2.351375257,-4.526829098,2.963983575,2.931193752,1.790091412,5.525452939
13,AM_017,2.783333333,52.66666667,11,NA,18,18,5.39,593,1.02364925,3.963982744,2.397895273,NA,2.890371758,2.890371758,1.684545385,6.192362489
13,AM_017,2.833333333,45.66666667,11.66666667,0.0299,13.75,20.75,6.46,610,1.041453875,3.821368637,2.456735773,-5.737973839,2.621038824,3.032546247,1.865629318,6.230481448
13,AM_017,NA,NA,NA,0.2153,16.66666667,18,NA,570,NA,NA,NA,-4.066558456,2.813410717,2.890371758,NA,6.100318952
13,AM_017,2.5,43.16666667,11,0.2887,17,20.5,6.86,92,0.916290732,3.765068593,2.397895273,-3.983529745,2.833213344,3.020424886,1.925707442,3.988984047
13,AM_017,3.166666667,52.66666667,12.66666667,0.3119,20,18.25,7.02,646,1.15267951,3.963982744,2.538973871,-3.665606561,2.995732274,2.90416508,1.948763218,6.320768294
13,AM_017,2.916666667,49.16666667,11.33333333,0.2164,46.91666667,20.41666667,6.84,433,1.070441412,3.895215887,2.427748236,-4.150428428,3.848372978,3.016351561,1.922787732,5.525452939
13,AM_017,2.866666667,51.66666667,14,0.1555,26.75,18,5.74,638,1.053149915,3.944812828,2.63905733,-4.530557511,3.286534473,2.890371758,1.74745921,6.304448802
13,AM_017,3.2,50.16666667,9.5,0.1355,20,17.83333333,4.78,142,1.16315081,3.915350796,2.251291799,-4.479180133,2.995732274,2.881069365,1.564440547,4.356708827
13,AM_017,2.583333333,47,11.33333333,0.3531,27.83333333,15.33333333,5.2,78,0.949080555,3.850147602,2.427748236,-3.634092159,3.326234343,2.730029108,1.648658626,3.784189634
13,AM_018,2.866666667,50,15.66666667,0.2836,NA,NA,7.15,655,1.053149915,3.912023005,2.751535313,-3.791264815,NA,NA,1.967112357,6.345636361
13,AM_018,2.8,46.83333333,13.33333333,0.2208,24.75,15.75,5.73,632,1.029619417,3.8465952,2.590267165,-3.867571243,3.208825489,2.756840365,1.745715531,6.280395839
13,AM_018,2.166666667,43.83333333,11.5,0.3456,31,16.5,5.96,67,0.773189888,3.780394563,2.442347035,-3.379257054,3.433987204,2.803360381,1.785070481,3.737669618
13,AM_018,2.666666667,42,10,0.1713,24.75,19.25,3.27,161,0.980829253,3.737669618,2.302585093,-4.302944256,3.208825489,2.957511061,1.184789985,4.465908119
13,AM_019,NA,NA,NA,NA,NA,NA,11.03,725,NA,NA,NA,NA,NA,NA,2.400618833,6.52649486
13,AM_019,2.8,49.66666667,11.66666667,0.3563,26,19.5,6.21,477,1.029619417,3.905334017,2.456735773,-3.469971936,3.258096538,2.970414466,1.826160896,5.686975356
13,AM_019,2.366666667,42.66666667,9.833333333,0.1952,NA,NA,6.19,467,0.861482496,3.753417975,2.285777975,-4.130483477,NA,NA,1.822935087,6.338594078
13,AM_019,NA,NA,NA,NA,NA,NA,8.72,746,NA,NA,NA,NA,NA,NA,2.165619238,6.610696045
13,AM_019,NA,NA,NA,NA,NA,NA,9.12,749,NA,NA,NA,NA,NA,NA,2.210469804,6.6147256
13,AM_019,NA,NA,NA,NA,NA,NA,7.64,686,NA,NA,NA,NA,NA,NA,2.033397603,6.429719478
13,AM_019,2.366666667,41,11,0.1274,17.66666667,21.16666667,4.9,142,0.861482496,3.713572067,2.397895273,-4.41986144,2.871679625,3.052427617,1.589235205,4.356708827
13,AM_019,2.8,48.83333333,9,0.1831,18.66666667,21.33333333,6.06,559,1.029619417,3.88841314,2.197224577,-4.161490958,2.926739402,3.060270795,1.8017098,6.03787092
13,AM_019,2.733333333,41.33333333,10.83333333,0.1669,13.33333333,19,7.34,537,1.005521865,3.721669277,2.3826278,-4.243948415,2.590267165,2.944438979,1.993338843,5.937536205
13,AM_019,3.066666667,43.33333333,11.16666667,0.2255,10.625,19.625,5.6,246,1.120591195,3.768922162,2.41293315,-3.738619436,2.363209715,2.976804264,1.722766598,4.86753445
13,AM_019,NA,NA,NA,NA,NA,NA,9.05,752,NA,NA,NA,NA,NA,NA,2.202764758,6.618738984
13,AM_019,NA,NA,NA,0.1266,20.66666667,18.83333333,6.9,593,NA,NA,NA,-4.635357635,3.028522097,2.935628349,1.931521412,6.192362489
13,AM_020,3.016666667,45.66666667,9.083333333,NA,17.5,18.25,7.58,587,1.104152469,3.821368637,2.206441232,NA,2.862200881,2.90416508,2.0255132,6.467698726
13,AM_020,2.8,50,14,0.0782,15,15.75,6.67,477,1.029619417,3.912023005,2.63905733,-5.028128452,2.708050201,2.756840365,1.89761986,5.686975356
13,AM_020,3.266666667,43.33333333,11,0.1113,16.16666667,21,5.43,520,1.183770097,3.768922162,2.397895273,-4.537331827,2.782951509,3.044522438,1.691939134,5.866468057
13,AM_020,2.766666667,37.33333333,10.33333333,0.0674,21.16666667,15.83333333,7.3,593,1.017643226,3.619886583,2.335374915,-4.862041189,3.052427617,2.762117422,1.987874348,6.192362489
13,AM_020,3.016666667,53.66666667,12.16666667,0.0661,27.66666667,20,5.28,246,1.104152469,3.982792076,2.498699972,-5.350846659,3.320228319,2.995732274,1.663926098,4.86753445
13,AM_020,2.916666667,51.16666667,11.16666667,0.08,18.83333333,20.5,5.79,334,1.070441412,3.935088278,2.41293315,-5.09688944,2.935628349,3.020424886,1.756132292,5.153291594
13,AM_021,NA,NA,NA,NA,NA,NA,7.64,747,NA,NA,NA,NA,NA,NA,2.033397603,6.612041035
13,AM_021,3.3,36.66666667,13.33333333,0.1548,NA,NA,7.98,697,1.193922468,3.601868077,2.590267165,-3.633770921,NA,NA,2.076938411,6.59441346
13,AM_021,2.666666667,44.5,10.5,0.0513,20.66666667,20.66666667,6.25,281,0.980829253,3.795489189,2.351375257,-5.464426335,3.028522097,3.028522097,1.832581464,5.023880521
13,AM_021,3.1,49,11,0.1589,14,22,7.67,553,1.131402111,3.891820298,2.397895273,-4.583154918,2.63905733,3.091042453,2.037316615,6.013715156
13,AM_021,2.583333333,40.33333333,10.33333333,0.15,15.83333333,20.5,4.9,456,0.949080555,3.697178257,2.335374915,-4.383442299,2.762117422,3.020424886,1.589235205,5.613128106
13,AM_022,2.775,44.66666667,12.41666667,0.6889,21.8,20.9,5.95,161,1.020650747,3.799227511,2.519039656,-2.844058323,3.08190997,3.039749159,1.78339122,4.465908119
13,AM_022,3.466666667,45.83333333,12.33333333,1.069,18.16666667,21.5,6.95,132,1.243193518,3.825011628,2.512305624,-2.492130263,2.899588413,3.068052935,1.93874166,5.686975356
13,AM_023,3.166666667,45.66666667,9.333333333,0.1936,16,21.25,5.78,352,1.15267951,3.821368637,2.233592221,-4.048185232,2.772588722,3.056356895,1.754403683,5.204006687
13,AM_023,2.733333333,31,11.66666667,0.1046,26.83333333,19.33333333,6.29,246,1.005521865,3.433987204,2.456735773,-4.820019396,3.289644896,2.961830722,1.838961071,5.986452005
13,AM_023,2.833333333,45.33333333,11.66666667,0.5083,31.83333333,22.16666667,5.8,233,1.041453875,3.814042597,2.456735773,-3.186689138,3.460513959,3.098589659,1.757857918,4.812184355
13,AM_023,2.5,41.66666667,10.33333333,0.1352,11,19.5,4.63,221,0.916290732,3.729701449,2.335374915,-4.415752505,2.397895273,2.970414466,1.532556868,4.762173935
13,AM_023,NA,NA,NA,0.1517,30,21.25,NA,78,NA,NA,NA,-4.251691935,3.401197382,3.056356895,NA,3.784189634
13,AM_024,3,49.5,11.66666667,0.351,26,18.83333333,6.68,320,1.098612289,3.90197267,2.456735773,-3.571336774,3.258096538,2.935628349,1.899117988,5.099866428
13,AM_024,3.233333333,43.33333333,11.66666667,0.0937,9.333333333,21.66666667,6.26,489,1.173513597,3.768922162,2.456735773,-4.90515619,2.233592221,3.075774981,1.834180185,6.363028104
14,TJ_193,2.666666667,42.16666667,11.16666667,0.1881,20.16666667,21.16666667,5.08,43,0.980829253,3.74163002,2.41293315,-4.076644985,3.004031077,3.052427617,1.625311262,3.295836866
14,TJ_193,2.333333333,43.33333333,12.5,0.2354,NA,NA,6.06,334,0.84729786,3.768922162,2.525728644,-3.741223598,NA,NA,1.8017098,5.153291594
14,TJ_193,2.4,45,13.33333333,0.2068,25,20.5,7.64,559,0.875468737,3.80666249,2.590267165,-4.0359338,3.218875825,3.020424886,2.033397603,6.03787092
14,TJ_194,2.85,46.33333333,13,0.0983,NA,NA,6.12,528,1.047318994,3.835861644,2.564949357,-4.925674897,NA,NA,1.811562097,5.916202063
14,TJ_194,2.566666667,54,11.66666667,0.1348,21.33333333,19.5,6.04,421,0.94260804,3.988984047,2.456735773,-4.527369029,3.060270795,2.970414466,1.798404012,5.438079309
14,TJ_194,3.333333333,52.16666667,10.5,0.1348,21.16666667,21.16666667,4.81,142,1.203972804,3.954443721,2.351375257,-4.765301252,3.052427617,3.052427617,1.570697084,4.356708827
14,TJ_194,2.666666667,47.83333333,9.833333333,0.4193,NA,NA,5.98,309,0.980829253,3.867722746,2.285777975,-3.444220624,NA,NA,1.788420568,5.075173815
14,TJ_194,2.4,45,10.16666667,0.2002,20.66666667,18.33333333,NA,367,0.875468737,3.80666249,2.319114395,-4.014842834,3.028522097,2.908720896,NA,5.252273428
14,TJ_194,3.033333333,48.66666667,11.5,0.134,29,19,4.76,142,1.109662125,3.884994333,2.442347035,-4.527289319,3.36729583,2.944438979,1.560247668,4.356708827
14,TJ_194,3.016666667,46.66666667,13.66666667,0.1185,23.25,17.25,NA,161,1.104152469,3.843030134,2.614959778,-4.655125032,3.146305132,2.847812143,NA,4.465908119
14,TJ_194,2.75,50.83333333,11,0.205,19.5,20.66666667,5.12,246,1.011600912,3.928552307,2.397895273,-4.097996423,2.970414466,3.028522097,1.633154439,4.86753445
14,TJ_201,2.9,48.83333333,11.66666667,0.3034,NA,NA,NA,638,1.064710737,3.88841314,2.456735773,-3.803214084,NA,NA,NA,6.304448802
14,TJ_201,2.416666667,36.66666667,8.166666667,0.2074,34.5,17,7.7,221,0.88238918,3.601868077,2.100060829,-3.838300687,3.540959324,2.833213344,2.041220329,4.762173935
14,TJ_202,2.666666667,47.5,9,0.2418,21.16666667,21.33333333,5.36,194,0.980829253,3.860729711,2.197224577,-3.867541165,3.052427617,3.060270795,1.678963975,4.65396035
14,TJ_202,NA,NA,NA,NA,11.5,19,7.73,719,NA,NA,NA,NA,2.442347035,2.944438979,2.045108863,6.502790046
14,TJ_202,2.9,47.33333333,10,0.0911,23,21.66666667,5.58,221,1.064710737,3.857214769,2.302585093,-5.039913417,3.135494216,3.075774981,1.719188776,4.762173935
14,TJ_202,2.75,49.5,8.833333333,0.1534,21.83333333,22.5,5.72,334,1.011600912,3.90197267,2.178532444,-4.26530236,3.083437854,3.113515309,1.743968805,5.153291594
14,TJ_202,2.666666667,39.33333333,7.833333333,0.0552,10.66666667,22.66666667,6.33,194,0.980829253,3.672072336,2.058388132,-5.264977876,2.367123614,3.120895417,1.845300236,4.65396035
14,TJ_202,2.583333333,46.5,7.5,0.1163,24.83333333,18,6.69,161,0.949080555,3.839452313,2.014903021,-4.55933781,3.212186837,2.890371758,1.900613874,4.465908119
14,TJ_204,3.1,51.33333333,10.5,0.2093,26,20.16666667,6.41,233,1.131402111,3.938340314,2.351375257,-4.053217271,3.258096538,3.004031077,1.857859271,5.963579344
14,TJ_210,2.966666667,52.66666667,13,0.1155,26.83333333,18.66666667,5.83,424,1.087438988,3.963982744,2.564949357,-4.935750019,3.289644896,2.926739402,1.763017,6.280395839
14,TJ_210,NA,NA,NA,NA,NA,NA,7.94,651,NA,NA,NA,NA,NA,NA,2.071913275,6.54534966
14,TJ_210,2.833333333,57.66666667,10.66666667,0.2821,19.83333333,18.5,5.07,102,1.041453875,4.054679306,2.367123614,-3.894572802,2.987364024,2.917770732,1.623340818,5.572154032
14,TJ_210,2.9,52,9,NA,33,17.66666667,8.09,559,1.064710737,3.951243719,2.197224577,NA,3.496507561,2.871679625,2.090628731,6.436150368
14,TJ_210,NA,NA,NA,NA,16,20.5,9.2,736,NA,NA,NA,NA,2.772588722,3.020424886,2.219203484,6.563855527
14,TJ_210,NA,NA,NA,NA,NA,NA,8.06,682,NA,NA,NA,NA,NA,NA,2.086913557,6.419994928
14,TJ_210,3.1,51.66666667,11.66666667,0.2505,29.16666667,19.16666667,7.29,401,1.131402111,3.944812828,2.456735773,-4.137957071,3.373026505,2.953172659,1.986503546,6.238324625
14,TJ_210,3.133333333,43.16666667,10.16666667,0.2537,NA,NA,7.14,593,1.142097401,3.765068593,2.319114395,-4.0652836,NA,NA,1.965712776,6.192362489
15,TJ_124,4.066666667,30.5,9.333333333,4,48,24,7.56,456,1.402823663,3.417726684,2.233592221,-1.485121078,3.871201011,3.17805383,2.02287119,6.320768294
15,TJ_125,4.4,36,9.333333333,4,35.75,21.25,7.78,477,1.481604541,3.583518938,2.233592221,-1.423770765,3.576550269,3.056356895,2.051556338,6.345636361
15,TJ_125,4.333333333,36.33333333,10.16666667,4,116.5,17,5.62,334,1.466337069,3.592735593,2.319114395,-1.546498113,4.757891273,2.833213344,1.726331664,6.146329258
15,TJ_125,NA,NA,NA,NA,NA,NA,6.51,709,NA,NA,NA,NA,NA,NA,1.873339456,6.603943825
15,TJ_125,3.833333333,34.83333333,12,4,67.66666667,21.33333333,6.49,352,1.343734747,3.550574783,2.48490665,-1.537243493,4.21459369,3.060270795,1.870262531,6.173786104
15,TJ_125,4.433333333,36.66666667,11.33333333,4,103.8333333,17.16666667,6.16,401,1.489151746,3.601868077,2.427748236,-1.501407168,4.642787049,2.842969519,1.818076778,6.238324625
15,TJ_125,4.333333333,37.58333333,10.83333333,NA,82.75,17.25,7.53,528,1.466337069,3.62656069,2.3826278,NA,4.415824014,2.847812143,2.018895042,6.400257445
15,TJ_125,4.266666667,47,14.33333333,4,56,19,6.19,553,1.450832882,3.850147602,2.662587827,-1.564335939,4.025351691,2.944438979,1.822935087,6.013715156
15,TJ_126,3.966666667,38,13,4,57.75,19.5,5.9,194,1.377926112,3.63758616,2.564949357,-1.422867341,4.056123349,2.970414466,1.774952351,5.866468057
15,TJ_127,3.9,32.5,12,4,NA,NA,7.28,610,1.360976553,3.481240089,2.48490665,-1.47453415,NA,NA,1.985130862,6.495265556
15,TJ_127,4.166666667,36.66666667,13.33333333,4,NA,NA,7.46,382,1.427116356,3.601868077,2.590267165,-1.524478973,NA,NA,2.009555414,6.224558429
15,TJ_129,4.033333333,29.66666667,7.333333333,4,42.75,19.25,6.58,292,1.394593164,3.390024081,1.992430165,-1.230809458,3.755369195,2.957511061,1.884034745,6.068425588
15,TJ_129,4.1,37,11,4,73.33333333,19,5.66,49,1.410986974,3.610917913,2.397895273,-1.376559632,4.295015258,2.944438979,1.733423892,5.379897354
15,TJ_129,4.333333333,34.16666667,9.5,4,31.25,21.25,5.52,352,1.466337069,3.53125051,2.251291799,-1.349176436,3.442019376,3.056356895,1.70837786,5.204006687
15,TJ_129,4.033333333,35.33333333,10.33333333,4,111.1666667,20,4.87,281,1.394593164,3.564826805,2.335374915,-1.588929036,4.711030577,2.995732274,1.583093937,6.03787092
15,TJ_129,4.9,40,13,NA,NA,NA,8.4,610,1.589235205,3.688879454,2.564949357,-1.778125278,NA,NA,2.128231706,6.495265556
15,TJ_129,3.566666667,32.66666667,10.5,4,38.33333333,18,NA,161,1.271631453,3.48635519,2.351375257,-1.380150526,3.64631984,2.890371758,NA,5.796057751
15,TJ_129,4,35.16666667,12,4,85.5,22.5,6.64,401,1.386294361,3.560098664,2.48490665,-1.44,4.448516376,3.113515309,1.893111963,5.370638028
15,TJ_129,NA,NA,NA,NA,NA,NA,8.75,745,NA,NA,NA,NA,NA,NA,2.1690537,6.598509029
15,TJ_129,4.066666667,30.66666667,9.666666667,4,66.16666667,23.83333333,7.01,367,1.402823663,3.423176288,2.268683541,-1.424312428,4.192176812,3.171085161,1.947337701,5.252273428
15,TJ_129,3.95,41.33333333,9.666666667,NA,NA,NA,7.3,686,1.373715579,3.721669277,2.268683541,NA,NA,NA,1.987874348,6.577861358
15,TJ_129,3.666666667,33.83333333,9.5,NA,59.75,17.5,6.71,593,1.299282984,3.52144651,2.251291799,NA,4.090169191,2.862200881,1.903598951,6.192362489
15,TJ_129,4.8,34,22.66666667,4,31.16666667,25.66666667,5.32,352,1.568615918,3.526360525,3.120895417,-1.675366093,3.439349148,3.245193133,1.671473303,6.173786104
15,TJ_133,NA,NA,NA,4,74.33333333,20,7.19,367,NA,NA,NA,-1.36072011,4.308559483,2.995732274,1.972691172,6.192362489
15,TJ_133,3.75,33.83333333,11,4,NA,NA,5.97,537,1.32175584,3.52144651,2.397895273,-1.181650505,NA,NA,1.786746927,5.937536205
15,TJ_134,4.3,31,15,4,55,20,6.62,401,1.458615023,3.433987204,2.708050201,-1.455295566,4.007333185,2.995732274,1.89009537,6.238324625
15,TJ_142,NA,NA,NA,NA,NA,NA,9.99,686,NA,NA,NA,NA,NA,NA,2.301584593,6.577861358
15,TJ_143,4.033333333,43,12,4,67.75,21.75,5.64,92,1.394593164,3.761200116,2.48490665,-1.318149344,4.21582446,3.079613758,1.729884066,3.988984047
15,TJ_143,3.833333333,36.5,11.66666667,4,22.5,13,4.09,67,1.343734747,3.597312261,2.456735773,-1.587856704,3.113515309,2.564949357,1.40854497,3.737669618
17,TJ_097,3.166666667,42.33333333,12,0.1375,11.5,21.5,6.16,502,1.15267951,3.745574798,2.48490665,-4.683746084,2.442347035,3.068052935,1.818076778,6.37502482
17,TJ_097,3.12,44.5,9.4,NA,NA,NA,7.71,605,1.137833002,3.795489189,2.240709689,NA,NA,NA,2.042518188,6.486160789
17,TJ_100,NA,NA,NA,0.109,19.75,19.5,6.5,502,NA,NA,NA,-4.88321885,2.983153491,2.970414466,1.871802177,5.796057751
17,TJ_100,2.541666667,45.75,9.25,0.1141,19.5,17.75,6.52,424,0.932820034,3.823191792,2.224623552,-4.612679171,2.970414466,2.876385516,1.874874376,5.484796933
17,TJ_100,2.683333333,41,9,NA,26.66666667,18.5,5.05,212,0.987059803,3.713572067,2.197224577,NA,3.283414346,2.917770732,1.619388243,5.916202063
17,TJ_100,2.583333333,40.66666667,9.166666667,0.278,25.5,21.5,NA,67,0.949080555,3.705408756,2.215573716,-3.56536962,3.238678452,3.068052935,NA,5.438079309
17,TJ_100,NA,NA,NA,0.2943,30.17,20.17,5.9,489,NA,NA,NA,-3.990606168,3.406848053,3.004196352,1.774952351,5.736572297
17,TJ_100,2.65,43.66666667,10.66666667,0.1167,21.33333333,22,NA,424,0.97455964,3.776585035,2.367123614,-4.634628893,3.060270795,3.091042453,NA,6.280395839
17,TJ_103,2.5,45.66666667,10.5,0.2019,21.66666667,22,5.04,92,0.916290732,3.821368637,2.351375257,-4.015450004,3.075774981,3.091042453,1.617406082,5.525452939
17,TJ_103,NA,NA,NA,NA,NA,NA,6.66,704,NA,NA,NA,NA,NA,NA,1.896119485,6.598509029
17,TJ_104,NA,NA,NA,NA,NA,NA,7.55,605,NA,NA,NA,NA,NA,NA,2.021547563,6.486160789
17,TJ_104,3.166666667,49.66666667,10.66666667,0.1166,17.33333333,21.33333333,6.19,246,1.15267951,3.905334017,2.367123614,-4.914821843,2.85263143,3.060270795,1.822935087,4.86753445
17,TJ_104,3,42,12.33333333,0.1722,25.66666667,22.33333333,7.33,467,1.098612289,3.737669618,2.512305624,-4.36673906,3.245193133,3.106080331,1.991975516,5.648974238
17,TJ_104,2.916666667,47.16666667,10.83333333,0.1694,11,20,6.05,520,1.070441412,3.853687428,2.3826278,-4.471132678,2.397895273,2.995732274,1.800058272,6.393590754
17,TJ_104,2.333333333,36,10,0.25895,28.66666667,19.83333333,4.96,292,0.84729786,3.583518938,2.302585093,-4.118068128,3.355735008,2.987364024,1.601405741,6.068425588
17,TJ_104,2.5,43.66666667,8.5,0.1473,20.16666667,19.66666667,6.18,320,0.916290732,3.776585035,2.140066163,-4.053465992,3.004031077,2.978925155,1.821318271,6.120297419
17,TJ_105,2.45,42.33333333,11.66666667,0.2193,26.5,20,5.06,246,0.896088025,3.745574798,2.456735773,-4.154083623,3.277144733,2.995732274,1.621366483,4.86753445
17,TJ_105,2.483333333,41.66666667,13,0.2484,20.84,24.75,5.88,520,0.909601744,3.729701449,2.564949357,-3.975579765,3.036874217,3.208825489,1.771556762,5.866468057
17,TJ_106,2.333333333,40,11,0.1276,19.83,20.17,5.63,184,0.84729786,3.688879454,2.397895273,-4.759880494,2.987195943,3.004196352,1.728109442,4.59511985
17,TJ_107,NA,NA,NA,0.1877,19.83333333,20.16666667,5.81,292,NA,NA,NA,-4.28738219,2.987364024,3.004031076,1.759580571,6.068425588
17,TJ_108,NA,NA,NA,NA,NA,NA,6.83,553,NA,NA,NA,NA,NA,NA,1.921324674,6.429719478
17,TJ_108,2.5,38.66666667,9.666666667,0.2213,30.5,17.66666667,5.44,161,0.916290732,3.654977902,2.268683541,-3.932950258,3.417726684,2.871679625,1.693779061,5.796057751
17,TJ_108,2.5,41.33333333,9.666666667,1.1148,21.16666667,18.83333333,4.85,161,0.916290732,3.721669277,2.268683541,-2.431902831,3.052427617,2.935628349,1.578978705,5.796057751
17,TJ_115,2.583333333,46.66666667,9.833333333,0.206,18,23,4.75,67,0.949080555,3.843030134,2.285777975,-4.354341077,2.890371758,3.135494216,1.558144618,5.438079309
17,TJ_115,2.716666667,43.83333333,12.16666667,0.13165,32.5,20.5,5.42,102,0.999405639,3.780394563,2.498699972,-4.755068988,3.481240089,3.020424886,1.690095815,5.572154032
17,TJ_115,2.583333333,43.33333333,9.5,0.152,NA,NA,4.6,92,0.949080555,3.768922162,2.251291799,-4.581335758,NA,NA,1.526056303,5.525452939
17,TJ_115,2.925,41.25,11,0.0726,26.83333333,18.66666667,4.98,161,1.073294481,3.719651113,2.397895273,-5.383812443,3.289644896,2.926739402,1.605429891,5.796057751
17,TJ_118,3,42.16666667,11,0.1509,30.33333333,19.16666667,5.56,212,1.098612289,3.74163002,2.397895273,-4.689272542,3.412247218,2.953172659,1.715598108,5.916202063
17,TJ_120,3.033333333,46,9.5,0.2006,29,19.16666667,6.25,281,1.109662125,3.828641396,2.251291799,-3.926867415,3.36729583,2.953172659,1.832581464,6.03787092
17,TJ_120,2.844444444,47.77777778,10.77777778,0.4426,23.66666667,20.33333333,6.56,212,1.045367774,3.866560631,2.377486401,-3.354720401,3.164067589,3.012261575,1.880990603,5.916202063
17,TJ_120,2.866666667,46.66666667,10.66666667,0.451,33,19.5,6.74,433,1.053149915,3.843030134,2.367123614,-3.296657749,3.496507561,2.970414466,1.908059925,6.289715571
17,TJ_120,3.166666667,44.66666667,12.5,0.3007,31,18.66666667,6.07,281,1.15267951,3.799227511,2.525728644,-3.752492622,3.433987204,2.926739402,1.803358605,6.03787092
17,TJ_120,2.766666667,38.83333333,7.666666667,NA,NA,NA,7.65,528,1.017643226,3.659278984,2.036881927,NA,NA,NA,2.034705648,6.400257445
17,TJ_120,2.5,49,11,0.16895,31.33333333,20.5,5.09,49,0.916290732,3.891820298,2.397895273,-4.238339419,3.444682493,3.020424886,1.627277831,5.379897354
18,AM_146,2.566666667,44.5,11,0.1454,30,19,5.86,281,0.94260804,3.795489189,2.397895273,-4.299071046,3.401197382,2.944438979,1.768149604,5.023880521
18,AM_146,NA,NA,NA,0.1753,18,19.75,5.18,367,NA,NA,NA,-4.341869945,2.890371758,2.983153491,1.644805056,6.192362489
