pop,dam,Corollawidth,Corollalength,Petallength,color492,nectaramt,nectarconc,Root,fdate,ln_Corollawidth,ln_Corollalength,ln_Petallength,ln_color_adj,ln_nectaramt,ln_nectarconc,ln_Root,ln_fdate
7,AM_126,3.866666667,31.33333333,8.333333333,4,49.5,22.33333333,5.34,334,1.35239281,3.444682493,2.120263536,-1.421420163,3.90197267,3.106080331,1.675225653,6.146329258
7,AM_126,3.25,38,12.33333333,4,NA,NA,6.91,334,1.178654996,3.63758616,2.512305624,-1.32048837,NA,NA,1.932969638,6.146329258
7,AM_126,3.833333333,31.83333333,9.666666667,4,70,22.66666667,6.77,528,1.343734747,3.460513959,2.268683541,-1.424192084,4.248495242,3.120895417,1.912501087,6.400257445
7,AM_126,3.516666667,36,11.08333333,4,35,18,5.93,489,1.257513571,3.583518938,2.405442478,-1.360784227,3.555348061,2.890371758,1.780024213,6.363028104
7,AM_126,NA,NA,NA,4,46,23,5.72,559,NA,NA,NA,-1.474476927,3.828641396,3.135494216,1.743968805,6.436150368
7,AM_126,NA,NA,NA,4,53.75,20.25,5.49,614,NA,NA,NA,-1.338678507,3.984343667,3.008154794,1.702928256,6.238324625
7,AM_126,3.833333333,34.5,8.666666667,4,NA,NA,6.52,401,1.343734747,3.540959324,2.159484249,-1.468853132,NA,NA,1.874874376,6.238324625
7,AM_126,4.166666667,33.66666667,9.5,4,39.5,25,7.71,593,1.427116356,3.516508228,2.251291799,-1.560930208,3.676300672,3.218875825,2.042518188,6.478509642
7,AM_126,NA,NA,NA,4,47.83333333,21.16666667,6.81,467,NA,NA,NA,-1.305694206,3.867722746,3.052427617,1.91839212,5.648974238
7,AM_126,4.233333333,35,11.5,4,77.5,20.5,7.23,638,1.442989705,3.555348061,2.442347035,-1.629583618,4.350277936,3.020424886,1.978239036,6.533788838
7,AM_126,NA,NA,NA,NA,NA,NA,5.44,686,NA,NA,NA,NA,NA,NA,1.693779061,6.577861358
7,AM_169,NA,NA,NA,NA,NA,NA,5.78,677,NA,NA,NA,NA,NA,NA,1.754403683,6.56948142
7,AM_169,NA,NA,NA,NA,33,19,6.04,575,NA,NA,NA,NA,3.496507561,2.944438979,1.798404012,6.456769656
7,AM_170,NA,NA,NA,NA,NA,NA,6.57,543,NA,NA,NA,NA,NA,NA,1.882513832,6.415096959
7,AM_170,3.733333333,30,14.66666667,4,66.25,18.75,4.72,233,1.31730149,3.401197382,2.685577345,-1.331640162,4.193435465,2.931193752,1.5518088,5.963579344
7,AM_171,NA,NA,NA,4,41.75,23.75,5.83,445,NA,NA,NA,-1.168915413,3.731699451,3.16758253,1.763017,5.572154032
7,AM_171,NA,NA,NA,4,NA,NA,7.27,627,NA,NA,NA,-1.378451184,NA,NA,1.983756292,6.274762021
7,AM_171,3.866666667,30,13,4,76,15.25,7.59,456,1.35239281,3.401197382,2.564949357,-1.297121559,4.33073334,2.724579503,2.026831591,5.613128106
7,AM_171,3.166666667,29.16666667,9.833333333,4,52.83333333,21.5,5.74,320,1.15267951,3.373026505,2.285777975,-1.347488562,3.967142305,3.068052935,1.74745921,5.099866428
7,AM_171,3.966666667,27.83333333,7.666666667,4,59.66666667,20.83333333,5.8,267,1.377926112,3.326234343,2.036881927,-1.156016043,4.088773517,3.036554268,1.757857918,4.96284463
7,AM_171,3.633333333,29,12,4,48.83333333,21.66666667,6.34,267,1.2901505,3.36729583,2.48490665,-1.448036006,3.88841314,3.075774981,1.846878768,4.96284463
7,AM_171,3.7,31.33333333,13,4,83,19,5.16,467,1.30833282,3.444682493,2.564949357,-1.514632605,4.418840608,2.944438979,1.640936579,5.648974238
7,AM_171,NA,NA,NA,4,35.83333333,18.33333333,8,587,NA,NA,NA,-1.23175819,3.578878559,2.908720896,2.079441542,6.173786104
7,AM_172,NA,NA,NA,NA,NA,NA,8.14,697,NA,NA,NA,NA,NA,NA,2.09679018,6.442540166
7,AM_172,4.033333333,27.66666667,13,4,43,21.25,6.79,593,1.394593164,3.320228319,2.564949357,-1.454245023,3.761200116,3.056356895,1.915450942,6.192362489
7,AM_172,NA,NA,NA,NA,NA,NA,7.42,742,NA,NA,NA,NA,NA,NA,2.004179057,6.577861358
7,AM_172,NA,NA,NA,NA,NA,NA,10.49,747,NA,NA,NA,NA,NA,NA,2.350422422,6.612041035
7,AM_172,4.133333333,41.33333333,14.66666667,4,73.33333333,18.33333333,5.34,410,1.419084184,3.721669277,2.685577345,-1.642340632,4.295015258,2.908720896,1.675225653,5.379897354
8,AM_025,NA,NA,NA,0.1826,17.33333333,18,6.18,445,NA,NA,NA,-4.400676933,2.85263143,2.890371758,1.821318271,5.572154032
8,AM_025,2.775,40.875,9.375,NA,NA,NA,8.69,212,1.020650747,3.710518629,2.238046572,NA,NA,NA,2.162172939,4.718498871
8,AM_025,2.966666667,35.66666667,10.33333333,0.0744,27.33333333,19.33333333,5.15,713,1.087438988,3.574216546,2.335374915,-5.220355825,3.308106958,2.961830722,1.638996715,6.467698726
8,AM_025,NA,NA,NA,0.2042,20.6,21.5,NA,112,NA,NA,NA,-4.071977435,3.025291076,3.068052935,NA,4.189654742
8,AM_025,NA,NA,NA,NA,NA,NA,7.97,742,NA,NA,NA,NA,NA,NA,2.075684493,6.577861358
8,AM_025,2.9,43.33333333,12,0.2481,NA,NA,5.85,25,1.064710737,3.768922162,2.48490665,-4.46034709,NA,NA,1.766441661,2.708050201
8,AM_025,3.166666667,43.33333333,11.66666667,0.3791,31,22,NA,334,1.15267951,3.768922162,2.456735773,-3.743918034,3.433987204,3.091042453,NA,5.153291594
8,AM_026,2.9,38.66666667,10.33333333,0.0561,33.66666667,19.5,6.67,246,1.064710737,3.654977903,2.335374915,-5.181002136,3.516508228,2.970414466,1.89761986,5.986452005
8,AM_026,3,36.83333333,12.33333333,0.1576,37.75,19.75,6.29,477,1.098612289,3.606403232,2.512305624,-4.528100002,3.630985476,2.983153491,1.838961071,5.686975356
8,AM_026,2.866666667,34.33333333,12,0.122,39.83333333,19.83333333,5.02,233,1.053149915,3.536116699,2.48490665,-4.46854267,3.684704083,2.987364024,1.613429934,4.812184355
8,AM_026,NA,NA,NA,NA,NA,NA,6.66,706,NA,NA,NA,NA,NA,NA,1.896119485,6.456769656
8,AM_026,2.75,39.33333333,14,0.1848,40.25,19.25,4.13,267,1.011600912,3.672072336,2.63905733,-4.395197098,3.695110004,2.957511061,1.418277407,4.96284463
8,AM_026,NA,NA,NA,NA,NA,NA,6.82,723,NA,NA,NA,NA,NA,NA,1.919859472,6.519147288
8,AM_026,2.6,38,11.16666667,0.0772,41.33333333,18.66666667,5.42,445,0.955511445,3.63758616,2.41293315,-4.894664088,3.721669277,2.926739402,1.690095815,5.572154032
8,AM_026,3,41.66666667,12.16666667,0.2966,18,24.5,4.91,309,1.098612289,3.729701449,2.498699972,-4.021938204,2.890371758,3.198673118,1.591273942,5.075173815
8,AM_026,3.033333333,39,12,0.0476,23.1,18.9,4.45,221,1.109662125,3.663561646,2.48490665,-5.584869599,3.139832618,2.939161922,1.492904096,4.762173935
8,AM_026,2.9,35.41666667,12.75,0.12,19.16666667,18.16666667,5.52,417,1.064710737,3.567182519,2.545531272,-4.617016408,2.953172659,2.899588413,1.70837786,5.407171771
8,AM_026,3.133333333,35.33333333,11,0.134,26,22,4.93,392,1.142097401,3.564826805,2.397895273,-4.379972287,3.258096538,3.091042453,1.595338988,5.327876169
8,AM_026,NA,NA,NA,0.1142,17.66666667,21.16666667,8.85,674,NA,NA,NA,-4.836615435,2.871679625,3.052427617,2.180417459,6.400257445
8,AM_026,2.866666667,40.16666667,14.83333333,0.1235,25.33333333,20.66666667,5.25,445,1.053149915,3.693037464,2.6968769,-4.709785485,3.232121051,3.028522097,1.658228077,5.572154032
8,AM_030,NA,NA,NA,NA,17,18,7.5,677,NA,NA,NA,NA,2.833213344,2.890371758,2.014903021,6.56948142
8,AM_037,2.916666667,39.33333333,10.5,0.059,19,21.5,5.09,112,1.070441412,3.672072336,2.351375257,-5.2616358,2.944438979,3.068052935,1.627277831,4.189654742
8,AM_037,NA,NA,NA,NA,NA,NA,7.65,733,NA,NA,NA,NA,NA,NA,2.034705648,6.54534966
8,AM_043,2.7,39.33333333,9.666666667,0.233,28.5,20.16666667,5.69,352,0.993251773,3.672072336,2.268683541,-3.930478264,3.349904087,3.004031077,1.738710248,6.173786104
8,AM_043,2.766666667,41.83333333,8.666666667,0.221,26,21.83333333,5.62,352,1.017643226,3.73369347,2.159484249,-3.959044746,3.258096538,3.083437854,1.726331664,5.204006687
8,AM_043,2.75,37.66666667,10.16666667,0.1696,23.33333333,21,6.49,320,1.011600912,3.62877553,2.319114395,-4.483695202,3.149882953,3.044522438,1.870262531,5.099866428
8,AM_043,NA,NA,NA,0.1154,8.5,21,5.89,638,NA,NA,NA,-4.589097164,2.140066163,3.044522438,1.773255998,6.304448802
8,AM_043,2.95,43,11.16666667,0.2636,31.83333333,19,6.14,367,1.08180517,3.761200116,2.41293315,-3.883314373,3.460513959,2.944438979,1.814824742,6.192362489
8,AM_044,2.766666667,46,12.5,0.2341,23.5,21.33333333,6.61,528,1.017643226,3.828641396,2.525728644,-4.178617131,3.157000421,3.060270795,1.888583654,6.400257445
8,AM_044,2.583333333,45.5,11,0.2126,40.66666667,19.66666667,6.86,78,0.949080555,3.817712326,2.397895273,-4.238229044,3.705408756,2.978925155,1.925707442,3.784189634
8,AM_044,2.633333333,41.5,13,0.0935,44.4,18.83333333,5.98,547,0.968250471,3.725693427,2.564949357,-4.755156362,3.793239469,2.935628349,1.788420568,5.986452005
8,AM_044,NA,NA,NA,NA,NA,NA,7.15,697,NA,NA,NA,NA,NA,NA,1.967112357,6.59441346
8,AM_044,NA,NA,NA,NA,NA,NA,5.4,651,NA,NA,NA,NA,NA,NA,1.686398954,6.54534966
8,AM_045,2.833333333,41.5,7.833333333,0.0772,24.66666667,21,6.04,292,1.041453875,3.725693427,2.058388132,-5.486129007,3.205452805,3.044522438,1.798404012,5.036952602
8,AM_045,2.583333333,45,9.666666667,0.3371,26.5,20,5.69,320,0.949080555,3.80666249,2.268683541,-3.527110588,3.277144733,2.995732274,1.738710248,6.120297419
8,AM_045,3.166666667,43.66666667,9.333333333,0.1444,18.83333333,18.33333333,5.34,31,1.15267951,3.776585035,2.233592221,-4.437013756,2.935628349,2.908720896,1.675225653,2.944438979
8,AM_045,2.816666667,43,11.16666667,0.1466,33.75,19.5,6.6,352,1.035554153,3.761200116,2.41293315,-4.40745102,3.518980417,2.970414466,1.887069649,6.173786104
8,AM_045,2.966666667,44.33333333,9.666666667,0.1548,27.33333333,19.16666667,7.68,674,1.087438988,3.791736839,2.268683541,-4.399794209,3.308106959,2.953172659,2.038619547,6.400257445
8,AM_045,2.666666667,38,9.666666667,0.0771,19.83333333,20,4.24,78,0.980829253,3.63758616,2.268683541,-4.977940581,2.987364024,2.995732274,1.444563269,3.784189634
8,AM_045,2.9,42,11.66666667,0.208,18,17.5,4.93,31,1.064710737,3.737669618,2.456735773,-4.07647756,2.890371758,2.862200881,1.595338988,5.288267031
13,AM_001,2.79,43.6,9.1,NA,22.5,19.25,5.2,635,1.026041596,3.77505715,2.208274414,NA,3.113515309,2.957511061,1.648658626,6.289715571
13,AM_001,3.266666667,43.83333333,8.333333333,0.1955,25.75,18.75,5.66,382,1.183770097,3.780394563,2.120263536,-4.437976589,3.248434627,2.931193752,1.733423892,5.288267031
13,AM_001,NA,NA,NA,0.1153,17.66666667,21.5,5.76,102,NA,NA,NA,-4.559838907,2.871679625,3.068052935,1.750937475,4.077537444
13,AM_001,2.791666667,44.16666667,12.08333333,0.2836,27.5,20.91666667,5.8,456,1.026638789,3.787970357,2.491827092,-3.797689584,3.314186005,3.04054629,1.757857918,6.320768294
13,AM_001,2.933333333,40.33333333,10.33333333,0.1614,26.33333333,20.66666667,4.16,221,1.076139433,3.697178257,2.335374915,-4.40529774,3.270835564,3.028522097,1.425515074,5.937536205
13,AM_001,2.683333333,41.66666667,6.333333333,0.1898,41.25,17,6.47,583,0.987059803,3.729701449,1.84582669,-4.207707744,3.719651113,2.833213344,1.867176109,6.146329258
13,AM_001,NA,NA,NA,0.1539,12.25,16.25,5.8,477,NA,NA,NA,-4.341414441,2.505525937,2.788092909,1.757857918,6.345636361
13,AM_001,3,42.33333333,7,0.0955,31,19.33333333,5.57,528,1.098612289,3.745574798,1.945910149,-4.990895492,3.433987204,2.961830722,1.717395054,5.916202063
13,AM_001,NA,NA,NA,NA,NA,NA,7.82,682,NA,NA,NA,NA,NA,NA,2.056684555,6.419994928
13,AM_002,2.866666667,43.33333333,8,0.2195,15.5,19.66666667,5.18,10,1.053149915,3.768922162,2.079441542,-4.267001751,2.740840024,2.978925155,1.644805056,4.812184355
13,AM_002,3,47.16666667,11.33333333,0.3258,17.33333333,21,5.76,161,1.098612289,3.853687428,2.427748236,-3.942493263,2.85263143,3.044522438,1.750937475,4.465908119
13,AM_002,3.533333333,46.66666667,10.66666667,0.0936,11.66666667,19.33333333,NA,132,1.262241712,3.843030134,2.367123614,-5.112077888,2.456735773,2.961830722,NA,5.686975356
13,AM_002,3,43.16666667,11.5,0.2211,19.66,19.33,5.3,NA,1.098612289,3.765068593,2.442347035,-4.273885736,2.978586115,2.961658293,1.667706821,NA
13,AM_002,NA,NA,NA,0.1474,NA,NA,5.4,638,NA,NA,NA,-4.336128316,NA,NA,1.686398954,6.304448802
13,AM_002,2.5,46.33333333,11,0.0808,22.83333333,20.33333333,6.2,132,0.916290732,3.835861644,2.397895273,-5.222627794,3.128221456,3.012261575,1.824549292,5.686975356
13,AM_002,2.966666667,47.66666667,11.16666667,0.1184,17,22.33333333,4.9,194,1.087438988,3.864232342,2.41293315,-4.78248203,2.833213344,3.106080331,1.589235205,5.866468057
13,AM_002,3.3,45.66666667,10.33333333,0.2121,21.16666667,19.16666667,6.46,320,1.193922468,3.821368637,2.335374915,-4.256344734,3.052427617,2.953172659,1.865629318,6.120297419
13,AM_002,2.583333333,50.83333333,10.83333333,0.2523,11.83333333,20.83333333,5.62,507,0.949080555,3.928552307,2.3826278,-4.013833828,2.470920408,3.036554268,1.726331664,5.840641657
13,AM_002,2.666666667,46.58333333,11,0.0833,NA,NA,NA,43,0.980829253,3.841242823,2.397895273,-5.019876179,NA,NA,NA,3.295836866
13,AM_002,3.2,45.5,11,0.0787,18.33333333,19.5,4.84,124,1.16315081,3.817712326,2.397895273,-5.27978585,2.908720896,2.970414466,1.576914721,4.290459441
13,AM_003,2.966666667,45.16666667,11.33333333,0.0861,13.83333333,19.5,6.94,352,1.087438988,3.810359352,2.427748236,-5.047052713,2.627081138,2.970414466,1.937301775,5.204006687
13,AM_003,3.033333333,46.5,10.16666667,0.2849,20.5,19.75,7.32,507,1.109662125,3.839452313,2.319114395,-3.840293605,3.020424886,2.983153491,1.990610328,6.376726948
13,AM_003,2.95,47,13,0.2767,18,20.66666667,5.85,309,1.08180517,3.850147602,2.564949357,-3.877011707,2.890371758,3.028522097,1.766441661,5.075173815
13,AM_003,NA,NA,NA,0.1726,19.66666667,21.5,5.2,49,NA,NA,NA,-4.317024507,2.978925155,3.068052935,1.648658626,3.465735903
13,AM_003,2.666666667,46.16666667,9.833333333,0.1491,16.75,18.75,6.43,221,0.980829253,3.832258037,2.285777975,-4.619751489,2.818398258,2.931193752,1.860974538,4.762173935
13,AM_003,2.966666667,44.66666667,10,0.2384,20.83333333,20.16666667,4.73,13,1.087438988,3.799227511,2.302585093,-3.958893783,3.036554268,3.004031077,1.553925203,5.036952602
13,AM_003,NA,NA,NA,NA,6.5,20,6.92,528,NA,NA,NA,NA,1.871802177,2.995732274,1.93441577,6.400257445
13,AM_003,2.8,42.33333333,8.666666667,NA,19.66666667,16.5,5.71,456,1.029619417,3.745574798,2.159484249,NA,2.978925155,2.803360381,1.742219024,6.320768294
13,AM_003,2.65,56,8,NA,NA,NA,8.03,617,0.97455964,4.025351691,2.079441542,NA,NA,NA,2.083184528,6.502790046
13,AM_003,NA,NA,NA,0.2856,25.83333333,20.16666667,4.91,281,NA,NA,NA,-3.74247664,3.251665648,3.004031077,1.591273942,6.03787092
13,AM_003,NA,NA,NA,NA,7.833333333,21.83333333,7.25,638,NA,NA,NA,NA,2.058388132,3.083437854,1.981001469,6.304448802
13,AM_003,3.1,46,10.66666667,0.1273,27.5,17.25,4.96,417,1.131402111,3.828641396,2.367123614,-4.690864907,3.314186005,2.847812143,1.601405741,6.269096284
13,AM_003,3.233333333,43.66666667,11.33333333,0.2638,22.25,18.25,6.04,668,1.173513597,3.776585035,2.427748236,-3.944910649,3.102342009,2.90416508,1.798404012,6.376726948
13,AM_003,2.8,42.16666667,7.5,0.511,24.33333333,17.5,6.9,547,1.029619417,3.74163002,2.014903021,-3.060515383,3.191847152,2.862200881,1.931521412,5.986452005
13,AM_003,NA,NA,NA,NA,NA,NA,8.14,706,NA,NA,NA,NA,NA,NA,2.09679018,6.456769656
13,AM_003,2.7,42,10.83333333,0.2583,31.5,20,7.86,502,0.993251773,3.737669618,2.3826278,-3.73964028,3.449987546,2.995732274,2.061786606,5.796057751
13,AM_003,NA,NA,NA,NA,NA,NA,7.22,731,NA,NA,NA,NA,NA,NA,1.976854953,6.539585956
13,AM_003,2.616666667,43.33333333,11.66666667,NA,NA,NA,6.73,627,0.961901243,3.768922162,2.456735773,NA,NA,NA,1.906575144,6.519147288
13,AM_003,2.566666667,43.33333333,10.16666667,NA,NA,NA,7,638,0.94260804,3.768922162,2.319114395,NA,NA,NA,1.945910149,6.533788838
13,AM_003,2.583333333,40.83333333,11.33333333,0.1382,16,20,6.35,507,0.949080555,3.709498741,2.427748236,-4.438898587,2.772588722,2.995732274,1.848454813,6.376726948
13,AM_003,NA,NA,NA,NA,NA,NA,7.34,674,NA,NA,NA,NA,NA,NA,1.993338843,6.568077911
13,AM_003,NA,NA,NA,0.1472,7.166666667,20.33333333,6.1,575,NA,NA,NA,-4.536783691,1.969440647,3.012261575,1.808288771,6.456769656
13,AM_003,NA,NA,NA,NA,NA,NA,7.83,655,NA,NA,NA,NA,NA,NA,2.05796251,6.551080335
13,AM_004,2.866666667,38.66666667,9,NA,NA,NA,10.32,655,1.053149915,3.654977903,2.197224577,NA,NA,NA,2.33408376,6.345636361
13,AM_004,2.65,39.83333333,10.66666667,0.1021,25.66666667,16.66666667,NA,424,0.97455964,3.684704083,2.367123614,-4.681060534,3.245193133,2.813410717,NA,5.484796933
13,AM_004,3.45,38.5,11,0.3258,NA,NA,9.96,575,1.238374231,3.650658241,2.397895273,-3.897305035,NA,NA,2.298577072,6.120297419
13,AM_004,3.2,42.33333333,9.666666667,0.1018,22.5,19.83333333,5.96,292,1.16315081,3.745574798,2.268683541,-4.817727448,3.113515309,2.987364024,1.785070481,5.036952602
13,AM_004,3.25,47.33333333,10,0.1243,34,18.83333333,7.57,392,1.178654996,3.857214769,2.302585093,-4.404794432,3.526360525,2.935628349,2.024193067,5.327876169
13,AM_004,3.1,46,12.33333333,0.0875,32,18.5,6.69,445,1.131402111,3.828641396,2.512305624,-5.069371299,3.465735903,2.917770732,1.900613874,6.304448802
13,AM_004,2.866666667,44.16666667,12.5,0.1228,20,20.5,NA,410,1.053149915,3.787970357,2.525728644,-4.752691214,2.995732274,3.020424886,NA,5.379897354
13,AM_004,2.816666667,42.66666667,12.66666667,0.105,14.16666667,20.66666667,7.62,543,1.035554153,3.753417975,2.538973871,-4.658124006,2.650891787,3.028522097,2.03077637,5.963579344
13,AM_004,3.033333333,40.33333333,9.833333333,0.1364,14.83333333,20.33333333,7.93,489,1.109662125,3.697178257,2.285777975,-4.480065692,2.6968769,3.012261575,2.070653036,5.736572297
13,AM_004,3.133333333,42.33333333,11.16666667,0.1237,10.33333333,20,5.72,184,1.142097401,3.745574798,2.41293315,-4.684105384,2.335374915,2.995732274,1.743968805,5.840641657
13,AM_004,2.633333333,45.66666667,12,0.2327,27.66666667,18.5,NA,78,0.968250471,3.821368637,2.48490665,-3.936558384,3.320228319,2.917770732,NA,3.784189634
13,AM_004,2.633333333,41.66666667,12,0.1919,NA,NA,4.81,456,0.968250471,3.729701449,2.48490665,-4.108830072,NA,NA,1.570697084,6.320768294
13,AM_004,2.833333333,43,11.5,0.2157,24.33333333,18.83333333,4.22,124,1.041453875,3.761200116,2.442347035,-4.107547087,3.191847152,2.935628349,1.439835128,5.648974238
13,AM_004,2.775,41,12.5,0.1592,17.83333333,20,4.84,246,1.020650747,3.713572067,2.525728644,-4.219914067,2.881069365,2.995732274,1.576914721,5.986452005
13,AM_004,2.5,38.33333333,11,0.2624,21.5,21,5.68,421,0.916290732,3.64631984,2.397895273,-3.893949066,3.068052935,3.044522438,1.736951233,6.274762021
13,AM_004,NA,NA,NA,0.2563,NA,NA,5.03,352,NA,NA,NA,-3.891047627,NA,NA,1.615419984,6.173786104
13,AM_005,NA,NA,NA,NA,NA,NA,7.88,686,NA,NA,NA,NA,NA,NA,2.064327904,6.577861358
13,AM_005,2.45,44,10.66666667,0.1284,17.33333333,21.66666667,5.29,456,0.896088025,3.784189634,2.367123614,-4.383680251,2.85263143,3.075774981,1.665818246,6.320768294
13,AM_005,3.033333333,44.33333333,11.83333333,NA,25.5,22.33333333,7.43,632,1.109662125,3.791736839,2.470920408,NA,3.238678452,3.106080331,2.005525859,6.52649486
13,AM_006,2.966666667,45.16666667,9.666666667,NA,30,18.66666667,7.62,334,1.087438988,3.810359352,2.268683541,NA,3.401197382,2.926739402,2.03077637,6.146329258
13,AM_006,2.5,53.33333333,10.66666667,0.281,28.66666667,20.66666667,7.42,401,0.916290732,3.976561527,2.367123614,-3.839107861,3.355735008,3.028522097,2.004179057,6.238324625
13,AM_006,NA,NA,NA,0.2379,15,24,8.72,433,NA,NA,NA,-4.043692641,2.708050201,3.17805383,2.165619238,6.289715571
13,AM_006,2.666666667,43.66666667,8.333333333,0.2713,20.83333333,20.16666667,8.29,320,0.980829253,3.776585035,2.120263536,-3.77389997,3.036554268,3.004031077,2.115049969,6.120297419
13,AM_006,2.833333333,44.08333333,10,0.5492,31.66666667,19.83333333,7.9,221,1.041453875,3.786081782,2.302585093,-3.215008195,3.455264603,2.987364024,2.066862759,5.937536205
13,AM_006,3.233333333,41.5,8.666666667,0.3445,21.5,21,6.2,477,1.173513597,3.725693427,2.159484249,-3.513730948,3.068052935,3.044522438,1.824549292,6.345636361
13,AM_006,2.783333333,41.16666667,7.666666667,0.1594,18.66666667,20.83333333,5.74,309,1.02364925,3.717628867,2.036881927,-4.226842904,2.926739402,3.036554268,1.74745921,6.100318952
13,AM_006,2.883333333,45.66666667,12.66666667,0.3397,17.16666667,23.16666667,7.56,392,1.058947032,3.821368637,2.538973871,-3.749625283,2.842969519,3.142714464,2.02287119,6.230481448
13,AM_006,2.825,47.16666667,10.83333333,0.2736,22.33333333,19.5,6.37,281,1.038508365,3.853687428,2.3826278,-3.94,3.106080331,2.970414466,1.85159947,6.03787092
13,AM_006,3.066666667,46,11.5,0.4562,23.5,21,5.82,221,1.120591195,3.828641396,2.442347035,-3.340111416,3.157000421,3.044522438,1.761300262,5.937536205
13,AM_006,2.666666667,50,10,0.269,22.66666667,19.16666667,5.15,132,0.980829253,3.912023005,2.302585093,-3.859672608,3.120895417,2.953172659,1.638996715,5.686975356
13,AM_006,NA,NA,NA,NA,NA,NA,9.5,729,NA,NA,NA,NA,NA,NA,2.251291799,6.533788838
13,AM_006,NA,NA,NA,NA,NA,NA,10.97,744,NA,NA,NA,NA,NA,NA,2.395164274,6.590301048
13,AM_007,2.866666667,40.66666667,10.33333333,NA,15.25,18.75,8.46,593,1.053149915,3.705408756,2.335374915,NA,2.724579503,2.931193752,2.135349174,6.478509642
13,AM_007,2.766666667,44.33333333,12,0.1229,21.83333333,22.16666667,5.61,320,1.017643226,3.791736839,2.48490665,-4.862766263,3.083437854,3.098589659,1.72455072,5.099866428
13,AM_007,2.966666667,44.33333333,11.5,0.1602,27.5,20.5,5.46,507,1.087438988,3.791736839,2.442347035,-4.519179738,3.314186005,3.020424886,1.69744879,5.840641657
13,AM_007,2.65,42.66666667,11.66666667,0.1505,30.66666667,19.16666667,6.1,20,0.97455964,3.753417975,2.456735773,-4.655509537,3.423176288,2.953172659,1.808288771,2.48490665
13,AM_008,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,4.356708827
13,AM_008,3.25,44.5,8.5,0.1493,34.16666667,19.83333333,6.36,587,1.178654996,3.795489189,2.140066163,-4.428405832,3.53125051,2.987364024,1.850028377,6.173786104
13,AM_008,2.916666667,47,8.666666667,0.2216,24,19.5,5.19,352,1.070441412,3.850147602,2.159484249,-3.755432529,3.17805383,2.970414466,1.646733697,5.204006687
13,AM_008,NA,NA,NA,0.1415,28,19.66666667,4.86,489,NA,NA,NA,-4.187618191,3.33220451,2.978925155,1.581038438,5.736572297
13,AM_008,3.133333333,43.66666667,6.5,0.2251,28,18.5,6.17,651,1.142097401,3.776585035,1.871802177,-3.885462813,3.33220451,2.917770732,1.819698838,6.338594078
13,AM_010,NA,NA,NA,0.2627,22.25,20.75,6.11,543,NA,NA,NA,-4.018174985,3.102342009,3.032546247,1.809926773,5.963579344
13,AM_010,NA,NA,NA,0.2564,8.833333333,21.83333333,5.7,713,NA,NA,NA,-4.183347368,2.178532444,3.083437854,1.740466175,6.467698726
13,AM_012,3.2,48.66666667,9.166666667,0.1392,18.5,19.66666667,6.1,292,1.16315081,3.884994333,2.215573716,-4.755372193,2.917770732,2.978925155,1.808288771,5.036952602
13,AM_012,NA,NA,NA,NA,NA,NA,8.48,740,NA,NA,NA,NA,NA,NA,2.13771045,6.56948142
13,AM_012,3.033333333,52.66666667,9.666666667,0.15245,25.5,20.5,7.02,424,1.109662125,3.963982744,2.268683541,-4.680635995,3.238678452,3.020424886,1.948763218,5.484796933
13,AM_013,3.266666667,40.16666667,9.333333333,0.0973,19.5,18.83333333,NA,36,1.183770097,3.693037464,2.233592221,-4.977052648,2.970414466,2.935628349,NA,5.327876169
13,AM_013,3.666666667,44.66666667,9.833333333,0.4111,25.75,19,5.6,112,1.299282984,3.799227511,2.285777975,-3.644679202,3.248434627,2.944438979,1.722766598,5.613128106
13,AM_013,NA,NA,NA,0.0964,12.75,19.75,6.77,583,NA,NA,NA,-4.700763238,2.545531272,2.983153491,1.912501087,6.464588304
13,AM_013,2.666666667,45.66666667,9.333333333,0.2016,36.33333333,20,5.43,382,0.980829253,3.821368637,2.233592221,-4.102577772,3.592735593,2.995732274,1.691939134,6.224558429
13,AM_013,NA,NA,NA,0.1653,20.83333333,18.83333333,5.56,433,NA,NA,NA,-4.131068638,3.036554268,2.935628349,1.715598108,5.525452939
13,AM_013,NA,NA,NA,0.1853,28,20,5.9,334,NA,NA,NA,-4.32455072,3.33220451,2.995732274,1.774952351,6.146329258
13,AM_013,2.75,44,10,0.1974,23.66666667,17.66666667,5.25,13,1.011600912,3.784189634,2.302585093,-4.091808421,3.164067588,2.871679625,1.658228077,5.036952602
13,AM_013,2.416666667,37.33333333,10.66666667,0.0871,24.33333333,18,5.7,246,0.88238918,3.619886583,2.367123614,-4.983323487,3.191847152,2.890371758,1.740466175,4.86753445
13,AM_013,2.166666667,45,9.666666667,0.0664,22.5,20,4.85,102,0.773189888,3.80666249,2.268683541,-5.200790877,3.113515309,2.995732274,1.578978705,4.077537444
13,AM_013,3.033333333,41.5,11,0.2556,30,17.66666667,5.77,410,1.109662125,3.725693427,2.397895273,-3.920593373,3.401197382,2.871679625,1.752672081,5.379897354
13,AM_013,NA,NA,NA,NA,NA,NA,7.14,709,NA,NA,NA,NA,NA,NA,1.965712776,6.603943825
